,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
634,630,2,10,40,a,2.97,9.63,Dara O'Shea,16
443,417,3,15,55,a,2.95,11.82,Sandro Tonali,16
29,293,1,11,45,a,2.95,15.14,Mads Hermansen,16
353,316,4,12,71,a,2.94,16.62,Darwin Núñez Ribeiro,16
26,248,1,9,50,a,2.91,18.96,Bernd Leno,16
322,278,3,10,49,a,2.91,12.79,Sam Morsy,16
34,325,1,12,46,a,2.9,17.71,Caoimhin Kelleher,16
461,436,2,16,46,a,2.87,14.33,Murillo Santiago Costa dos Santos,16
626,621,3,6,60,a,2.86,12.9,João Félix Sequeira,16
345,306,4,11,56,a,2.83,14.49,Jamie Vardy,16
581,573,2,16,45,a,2.82,13.39,Nikola Milenković,16
106,38,4,2,58,a,2.79,16.11,Jhon Durán,16
149,89,3,4,50,a,2.77,17.77,Mikkel Damsgaard,16
360,323,3,12,50,a,2.77,12.69,Ryan Gravenberch,16
537,525,3,19,62,a,2.77,15.6,Mohammed Kudus,16
87,19,3,9,55,a,2.77,19.34,Emile Smith Rowe,16
215,162,2,6,45,a,2.76,10.85,Levi Colwill,16
383,349,3,13,64,a,2.76,13.21,Jack Grealish,16
251,200,2,7,45,a,2.74,16.09,Marc Guéhi,16
145,85,2,3,44,a,2.73,13.29,Illia Zabarnyi,16
259,211,2,7,47,a,2.72,16.81,Daniel Muñoz,16
78,8,2,1,48,a,2.7,9.91,Jakub Kiwior,16
431,402,3,15,49,a,2.67,9.53,Jacob Murphy,16
19,185,1,6,48,a,2.66,13.82,Robert Sánchez,16
113,48,3,2,52,a,2.63,14.29,John McGinn,16
201,144,2,5,45,a,2.62,12.65,Jan Paul van Hecke,16
340,300,3,11,50,d,2.62,13.43,Wilfred Ndidi,16
40,383,1,14,52,a,2.61,20.77,André Onana,16
37,358,1,13,52,a,2.59,13.55,Stefan Ortega Moreno,16
11,91,1,4,45,a,2.59,18.7,Mark Flekken,16
623,618,3,5,56,a,2.57,14.5,Georginio Rutter,16
588,580,2,3,43,a,2.57,11.56,Dean Huijsen,16
204,148,4,5,58,a,2.53,15.57,Danny Welbeck,16
652,650,2,7,45,a,2.53,13.31,Maxence Lacroix,16
277,230,3,8,54,a,2.53,16.06,Dwight McNeil,16
500,482,3,18,49,s,2.51,11.63,Yves Bissouma,16
448,422,2,16,49,a,2.5,13.63,Ola Aina,16
459,434,3,16,54,a,2.5,14.26,Callum Hudson-Odoi,16
24,235,1,8,49,a,2.5,19.45,Jordan Pickford,16
418,388,2,19,46,a,2.49,14.35,Aaron Wan-Bissaka,16
168,110,4,4,62,a,2.49,17.73,Yoane Wissa,16
57,521,1,19,41,a,2.49,14.03,Łukasz Fabiański,16
111,44,2,2,44,a,2.48,12.08,Ezri Konsa Ngoyo,16
173,115,3,5,50,a,2.45,13.23,Carlos Baleba,16
279,232,4,8,54,a,2.43,14.52,Iliman Ndiaye,16
165,106,3,4,51,a,2.43,14.33,Kevin Schade,16
95,27,4,17,50,a,2.43,12.72,Cameron Archer,16
639,635,3,11,48,a,2.42,10.23,Bilal El Khannouss,16
542,530,3,19,49,a,2.41,14.1,Tomáš Souček,16
365,329,3,12,62,s,2.4,16.38,Alexis Mac Allister,16
296,252,4,9,55,a,2.39,14.16,Raúl Jiménez,16
603,596,3,16,59,a,2.39,11.08,João Pedro Ferreira Silva,16
335,295,2,11,45,a,2.38,12.77,James Justin,16
142,81,2,3,45,a,2.38,12.27,Adam Smith,16
396,363,2,13,52,a,2.37,12.64,Kyle Walker,16
178,120,2,5,44,a,2.37,10.37,Lewis Dunk,16
299,255,2,9,47,a,2.36,17.14,Antonee Robinson,16
126,63,3,3,49,a,2.36,12.45,Ryan Christie,16
536,524,2,19,45,a,2.36,13.58,Max Kilman,16
516,499,3,18,48,a,2.35,9.64,Pape Matar Sarr,16
258,210,2,7,48,a,2.35,14.9,Tyrick Mitchell,16
476,453,4,17,51,a,2.33,12.3,Adam Armstrong,16
100,32,2,2,44,a,2.32,12.35,Matty Cash,16
157,98,3,4,50,a,2.31,13.3,Keane Lewis-Potter,16
457,432,3,16,51,a,2.31,13.84,Anthony Elanga,16
268,220,4,8,55,a,2.3,15.89,Dominic Calvert-Lewin,16
569,560,3,6,62,s,2.3,12.67,Pedro Lomba Neto,16
617,611,3,10,58,a,2.29,11.31,Sam Szmodics,16
525,509,3,18,62,a,2.28,10.91,Timo Werner,16
506,489,3,18,46,a,2.27,7.79,Archie Gray,16
475,452,3,17,49,a,2.27,12.55,Joe Aribo,16
554,543,2,20,43,a,2.24,7.22,Matt Doherty,16
309,265,3,10,51,a,2.24,9.07,Conor Chaplin,16
401,369,2,14,52,a,2.23,16.29,Diogo Dalot Teixeira,16
186,128,2,5,44,a,2.23,11.26,Igor Julio dos Santos de Paulo,16
359,322,2,12,49,a,2.22,10.02,Joe Gomez,16
404,372,3,14,63,a,2.21,17.23,Alejandro Garnacho,16
397,364,3,14,51,a,2.2,15.42,Amad Diallo,16
553,542,2,20,44,a,2.2,9.08,Craig Dawson,16
96,28,3,2,62,d,2.18,14.15,Leon Bailey,16
63,581,1,6,42,a,2.18,8.58,Filip Jørgensen,16
171,113,3,5,53,a,2.18,10.72,Simon Adingra,16
633,629,3,5,55,a,2.17,10.57,Matt O'Riley,16
282,236,2,8,48,a,2.17,14.37,James Tarkowski,16
539,527,3,19,57,a,2.16,15.65,Lucas Tolentino Coelho de Lima,16
415,385,3,14,70,a,2.15,18.51,Marcus Rashford,16
205,149,3,5,47,a,2.15,8.81,Mats Wieffer,16
579,571,3,13,65,a,2.15,17.5,Sávio 'Savinho' Moreira de Oliveira,16
212,159,2,7,44,a,2.14,12.95,Trevoh Chalobah,16
601,594,2,14,47,a,2.13,14.98,Noussair Mazraoui,16
594,587,3,19,57,a,2.13,13.61,Crysencio Summerville,16
93,25,2,1,48,d,2.12,10.5,Oleksandr Zinchenko,16
449,423,3,16,50,a,2.12,12.39,Elliot Anderson,16
495,476,2,17,44,a,2.11,12.42,Kyle Walker-Peters,16
314,270,2,10,40,a,2.1,7.03,Jacob Greaves,16
389,355,2,13,47,s,2.06,14.91,Rico Lewis,16
238,187,2,6,42,a,2.05,8.69,Tosin Adarabioyo,16
559,548,3,20,53,a,2.04,9.1,Gonçalo Manuel Ganchinho Guedes,16
153,94,3,4,49,d,2.04,14.36,Vitaly Janelt,16
163,104,2,4,45,a,2.03,13.82,Ethan Pinnock,16
624,619,3,10,45,a,2.03,7.1,Jens Cajuste,16
406,375,4,14,69,a,2.03,12.91,Rasmus Højlund,16
284,238,2,8,46,a,2.02,14.12,Ashley Young,16
295,251,4,9,55,a,2.01,12.48,Rodrigo Muniz Carvalho,16
267,219,2,8,48,a,2.01,11.48,Jarrad Branthwaite,16
128,65,4,3,54,a,2.0,8.03,Enes Ünal,16
127,64,3,3,50,a,2.0,11.25,Lewis Cook,16
327,285,3,11,44,s,1.98,8.62,Boubakary Soumaré,16
390,356,3,13,49,a,1.98,10.43,Matheus Luiz Nunes,16
568,559,2,20,45,a,1.97,8.22,Nélson Cabral Semedo,16
600,593,2,14,50,a,1.97,14.54,Matthijs de Ligt,16
310,266,2,10,40,a,1.96,8.86,Harry Clarke,16
148,88,2,4,45,a,1.95,14.37,Nathan Collins,16
472,449,3,16,49,a,1.94,11.65,Ryan Yates,16
535,523,4,19,50,a,1.93,11.66,Danny Ings,16
534,520,2,19,44,s,1.91,12.72,Emerson Palmieri dos Santos,16
50,466,1,17,40,a,1.91,9.63,Joe Lumley,16
338,298,3,11,53,a,1.9,12.33,Stephy Mavididi,16
439,410,3,15,47,a,1.88,8.2,Sean Longstaff,16
265,217,3,8,51,a,1.87,11.5,Abdoulaye Doucouré,16
303,259,3,9,52,a,1.86,12.61,Harry Wilson,16
446,420,3,15,48,a,1.86,8.74,Joe Willock,16
637,633,3,1,60,a,1.86,10.29,Mikel Merino,16
561,550,3,20,61,a,1.85,8.48,Hwang Hee-chan,16
243,192,3,11,52,a,1.85,10.41,Jordan Ayew,16
336,296,2,11,45,a,1.85,9.96,Victor Kristiansen,16
444,418,2,15,56,a,1.85,7.03,Kieran Trippier,16
419,389,4,14,66,a,1.85,15.68,Joshua Zirkzee,16
287,241,2,9,45,s,1.83,12.8,Calvin Bassey,16
270,222,3,8,49,a,1.83,12.21,Idrissa Gueye,16
526,511,3,19,50,a,1.82,9.56,Edson Álvarez Velázquez,16
540,528,2,19,44,a,1.82,9.26,Konstantinos Mavropanos,16
116,52,2,2,44,a,1.81,8.7,Pau Torres,16
527,512,4,19,54,i,1.81,13.7,Michail Antonio,16
97,29,3,2,52,a,1.78,11.43,Ross Barkley,16
193,135,3,5,51,a,1.77,8.37,Yankuba Minteh,16
278,231,2,8,43,a,1.77,13.76,Vitalii Mykolenko,16
286,240,3,9,51,a,1.76,13.89,Andreas Hoelgebaum Pereira,16
523,506,2,18,45,i,1.76,6.37,Micky van de Ven,16
333,291,2,11,41,a,1.75,8.71,Wout Faes,16
189,131,2,5,44,a,1.74,7.02,Tariq Lamptey,16
160,101,3,4,48,a,1.74,8.34,Christian Nørgaard,16
487,467,2,17,43,a,1.73,10.26,Ryan Manning,16
332,290,3,11,52,a,1.72,6.62,Bobby De Cordova-Reid,16
339,299,3,11,47,a,1.72,7.48,Kasey McAteer,16
330,288,2,11,40,a,1.71,7.63,Conor Coady,16
285,239,3,9,48,a,1.7,13.08,Adama Traoré,16
290,245,2,9,44,a,1.7,10.65,Issa Diop,16
614,608,3,17,45,a,1.7,8.64,Tyler Dibling,16
382,348,3,13,91,a,1.7,19.16,Phil Foden,16
36,347,1,13,54,a,1.67,13.63,Ederson Santana de Moraes,16
377,341,2,13,53,i,1.64,13.14,Nathan Aké,16
301,257,2,9,45,a,1.64,11.15,Kenny Tete,16
169,111,3,4,44,a,1.63,7.45,Yehor Yarmoliuk,16
573,564,2,20,43,a,1.63,7.31,Santiago Bueno,16
181,123,4,5,55,a,1.63,7.43,Evan Ferguson,16
77,7,3,1,47,a,1.62,6.58,Jorge Luiz Frello Filho,16
369,333,2,12,39,a,1.62,7.95,Jarell Quansah,16
351,314,3,4,47,a,1.61,9.06,Fábio Freitas Gouveia Carvalho,16
576,567,2,20,43,a,1.61,7.6,Toti António Gomes,16
227,174,3,6,45,a,1.61,7.58,Roméo Lavia,16
515,498,2,18,50,i,1.6,10.77,Cristian Romero,16
376,340,2,13,53,d,1.59,14.26,Manuel Akanji,16
654,652,3,14,49,a,1.57,9.05,Manuel Ugarte,16
374,338,2,4,41,a,1.56,11.19,Sepp van den Berg,16
499,481,3,18,44,a,1.53,5.13,Lucas Bergvall,16
94,26,2,16,44,n,1.53,11.78,Álex Moreno Lopera,16
586,578,2,1,58,d,1.52,9.83,Riccardo Calafiori,16
450,424,4,16,55,a,1.51,7.47,Taiwo Awoniyi,16
572,563,3,20,52,a,1.51,6.75,Rodrigo Martins Gomes,16
331,289,4,11,48,a,1.51,7.52,Patson Daka,16
483,461,2,17,41,a,1.5,8.62,Taylor Harwood-Bellis,16
114,49,2,2,44,a,1.5,8.37,Tyrone Mings,16
409,378,3,14,52,a,1.49,7.39,Kobbie Mainoo,16
547,535,3,20,50,a,1.49,8.14,Jean-Ricner Bellegarde,16
596,589,4,19,67,a,1.48,7.58,Niclas Füllkrug,16
647,645,3,7,45,a,1.48,7.06,Justin Devenny,16
73,2,4,1,68,a,1.43,8.98,Gabriel Fernando de Jesus,16
400,368,3,14,48,a,1.4,11.17,Carlos Henrique Casimiro,16
80,10,3,9,50,d,1.39,14.54,Reiss Nelson,16
346,307,2,11,40,a,1.36,5.45,Jannik Vestergaard,16
493,474,2,17,44,a,1.35,8.74,Sugawara Yukinari,16
408,377,2,14,49,a,1.34,7.36,Harry Maguire,16
280,233,3,2,49,a,1.34,9.27,Amadou Onana,16
81,11,4,7,59,a,1.34,8.03,Eddie Nketiah,16
585,577,3,8,51,a,1.34,9.56,Jesper Lindstrøm,16
307,263,2,10,40,a,1.31,6.01,Cameron Burgess,16
502,484,2,18,43,i,1.3,7.63,Ben Davies,16
266,218,4,8,50,a,1.28,7.42,Norberto Bercique Gomes Betuncal,16
413,382,3,14,63,a,1.27,7.61,Mason Mount,16
543,531,3,16,62,a,1.25,7.0,James Ward-Prowse,16
530,516,2,19,42,a,1.25,6.62,Vladimír Coufal,16
411,380,2,14,44,a,1.23,10.0,Lisandro Martínez,16
421,391,3,15,55,a,1.21,4.37,Miguel Almirón Rejala,16
244,193,3,7,49,a,1.21,6.69,Cheick Doucouré,16
272,224,3,8,52,a,1.2,8.73,Jack Harrison,16
462,437,2,16,43,a,1.18,6.26,Neco Williams,16
289,244,2,9,42,a,1.17,8.63,Timothy Castagne,16
591,584,3,17,49,a,1.15,7.47,Ben Brereton Díaz,16
237,186,3,1,67,a,1.15,7.66,Raheem Sterling,16
82,12,3,1,45,a,1.15,4.97,Ethan Nwaneri,16
112,45,2,2,46,a,1.14,7.32,Ian Maatsen,16
208,153,2,6,43,a,1.14,5.02,Benoît Badiashile,16
479,457,2,17,39,a,1.13,5.18,James Bree,16
447,421,4,15,69,a,1.12,5.71,Callum Wilson,16
103,35,2,2,45,a,1.1,5.12,Diego Carlos Santos Silva,16
219,166,3,6,56,a,1.09,6.18,Kiernan Dewsbury-Hall,16
453,428,3,16,44,a,1.05,4.62,Eric da Silva Moreira,16
580,572,2,14,43,a,1.05,5.55,Leny Yoro,16
398,365,3,14,57,a,1.05,6.01,Antony Matheus dos Santos,16
304,260,4,10,48,a,1.04,4.77,Ali Al-Hamadi,16
236,184,3,6,45,a,1.04,4.53,Renato Palma Veiga,16
595,588,3,19,48,a,1.03,5.83,Guido Rodríguez,16
92,24,2,1,61,i,1.03,10.05,Benjamin White,16
615,609,4,18,45,a,1.02,2.49,Will Lankshear,16
54,508,1,18,49,i,1.02,12.07,Guglielmo Vicario,16
402,370,3,14,53,a,0.97,6.47,Christian Eriksen,16
362,326,2,12,52,i,0.96,10.38,Ibrahima Konaté,16
598,591,2,19,43,a,0.96,6.01,Jean-Clair Todibo,16
319,275,2,10,39,a,0.93,3.03,Ben Johnson,16
496,477,2,17,40,a,0.93,6.03,Nathan Wood-Gordon,16
347,309,3,11,45,d,0.88,6.6,Harry Winks,16
240,189,2,6,44,i,0.86,7.51,Wesley Fofana,16
140,79,2,3,48,i,0.86,8.38,Marcos Senesi,16
209,156,4,8,54,a,0.86,4.03,Armando Broja,16
356,319,3,12,52,a,0.84,3.71,Harvey Elliott,16
388,354,3,13,54,a,0.84,13.87,Mateo Kovačić,16
99,31,3,2,52,a,0.82,7.47,Emiliano Buendía Stati,16
321,277,3,10,44,a,0.81,2.32,Massimo Luongo,16
262,214,3,7,47,a,0.81,5.06,Jeffrey Schlupp,16
202,145,2,5,45,d,0.79,7.79,Joël Veltman,16
341,301,2,11,40,a,0.77,3.84,Caleb Okoli,16
179,121,3,5,54,a,0.76,4.17,Julio Enciso,16
392,359,3,10,48,a,0.76,4.89,Kalvin Phillips,16
164,105,2,4,43,a,0.76,6.53,Mads Roerslev Rasmussen,16
578,570,3,11,52,i,0.75,7.88,Abdul Fatawu,16
325,282,2,10,40,i,0.74,4.83,Axel Tuanzebe,16
344,305,2,11,39,a,0.73,2.94,Luke Thomas,16
254,205,3,7,51,a,0.73,7.4,Daichi Kamada,16
117,53,3,2,54,i,0.72,6.65,Jacob Ramsey,16
249,198,4,11,52,a,0.7,3.37,Odsonne Edouard,16
357,320,3,12,47,a,0.7,3.53,Endo Wataru,16
665,664,2,20,39,a,0.69,1.38,Alfie Pond,16
245,194,2,7,44,a,0.68,4.95,Chris Richards,16
597,590,4,15,50,a,0.67,2.67,William Osula,16
521,504,2,18,44,a,0.64,2.99,Djed Spence,16
395,362,2,13,53,d,0.63,8.32,John Stones,16
10,84,1,3,44,a,0.63,4.08,Mark Travers,16
494,475,2,17,39,a,0.62,4.06,Charlie Taylor,16
6,51,1,2,45,a,0.62,3.91,Robin Olsen,16
154,95,3,4,53,d,0.61,6.71,Mathias Jensen,16
264,216,3,7,47,d,0.6,5.08,Adam Wharton,16
632,628,2,5,45,d,0.59,6.5,Ferdi Kadioglu,16
433,404,2,15,43,a,0.58,4.31,Lloyd Kelly,16
247,196,2,7,43,a,0.57,3.99,Nathaniel Clyne,16
275,228,2,8,41,d,0.56,5.37,Michael Keane,16
477,455,2,17,40,d,0.56,3.55,Jan Bednarek,16
498,480,3,18,49,s,0.56,5.72,Rodrigo Bentancur,16
574,565,3,20,51,d,0.55,5.78,Pablo Sarabia,16
514,497,4,18,68,i,0.55,5.72,Richarlison de Andrade,16
232,179,3,6,62,d,0.53,4.85,Mykhailo Mudryk,16
225,172,2,6,48,i,0.53,5.02,Reece James,16
239,188,3,17,45,a,0.53,2.96,Lesley Ugochukwu,16
350,313,2,12,47,i,0.51,5.97,Conor Bradley,16
122,59,2,3,43,a,0.5,3.29,Max Aarons,16
195,137,3,5,44,a,0.5,2.47,Jakub Moder,16
491,472,2,17,40,s,0.49,8.73,Jack Stephens,16
482,460,2,17,39,a,0.49,2.86,Ronnie Edwards,16
609,603,3,8,45,a,0.46,2.38,Harrison Armstrong,16
610,604,3,9,45,a,0.44,3.24,Josh King,16
417,387,2,14,49,i,0.44,4.99,Luke Shaw,16
589,582,2,8,46,a,0.43,3.37,Jake O'Brien,16
242,191,2,9,42,i,0.42,6.51,Joachim Andersen,16
184,126,3,5,50,d,0.39,6.64,Jack Hinshelwood,16
51,469,1,17,43,a,0.39,3.6,Alex McCarthy,16
605,598,2,2,40,a,0.38,2.72,Lamare Bogarde,16
326,284,2,10,40,a,0.38,2.03,Luke Woolfenden,16
489,470,4,17,49,d,0.37,3.49,Paul Onuachu,16
373,337,2,12,46,i,0.35,5.4,Konstantinos Tsimikas,16
1,14,1,17,44,i,0.35,6.45,Aaron Ramsdale,16
616,610,3,18,45,i,0.32,2.43,Mikey Moore,16
587,579,2,9,42,a,0.31,2.95,Ryan Sessegnon,16
604,597,3,1,45,a,0.31,2.24,Myles Lewis-Skelly,16
159,100,2,4,42,a,0.31,2.15,Ben Mee,16
342,302,2,11,42,i,0.29,2.43,Ricardo Barbosa Pereira,16
156,97,3,4,45,a,0.27,1.78,Yunus Emre Konak,16
590,583,2,10,40,a,0.27,1.37,Conor Townsend,16
403,371,2,14,44,d,0.25,4.02,Jonny Evans,16
599,592,2,3,44,i,0.23,3.28,Julián Araujo Zúñiga,16
407,376,2,14,43,a,0.17,3.09,Victor Lindelöf,16
531,517,2,19,40,a,0.15,2.39,Aaron Cresswell,16
70,668,1,5,39,a,0.11,0.87,Killian Cahill,16
675,676,4,7,45,a,0.09,0.87,Zach Marsh,16
689,690,2,9,40,a,0.0,0.0,Samuel Amissah,16
666,665,4,1,45,a,0.0,0.0,Nathan Butler-Oyedeji,16
664,663,2,5,40,a,0.0,0.0,Imari Samuels,16
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,16
663,662,2,1,40,a,0.0,0.0,Josh Nichols,16
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,16
503,485,3,18,45,u,0.0,0.0,Alfie Devine,16
662,661,3,4,45,a,0.0,0.0,Tony Yogane,16
690,691,2,14,40,a,0.0,0.0,Godwill Kukonki,16
513,496,2,18,42,a,0.0,0.0,Sergio Reguilón,16
661,659,3,1,45,a,0.0,0.0,Ismeal Kabia,16
660,658,2,1,40,a,0.0,0.0,Ayden Heaven,16
659,657,2,1,40,a,0.0,0.0,Maldini Kacurri,16
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,16
658,656,3,2,45,a,0.0,0.0,Kadan Young,16
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,16
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,16
519,502,3,18,54,u,0.0,0.0,Manor Solomon,16
656,654,3,19,50,a,0.0,0.0,Carlos Soler,16
492,473,4,17,44,i,0.0,0.0,Ross Stewart,16
691,692,2,12,40,a,0.0,0.0,Amara Nallo,16
688,689,3,18,45,a,0.0,0.0,Luca Williams-Barnett,16
669,670,2,14,40,a,0.0,0.0,Harry Amass,16
670,671,3,13,45,a,0.0,0.0,Jacob Wright,16
682,683,3,18,45,a,0.0,0.0,Callum Olusesi,16
680,681,2,5,40,a,0.0,0.0,Ruairi McConville,16
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,16
683,684,2,18,40,a,0.0,0.0,Malachi Hardy,16
505,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,16
684,685,2,5,40,a,0.0,0.0,Jacob Slater,16
655,653,2,16,45,a,0.0,0.0,Felipe Rodrigues da Silva,16
685,686,2,19,40,a,0.0,0.0,Ezra Mayers,16
507,490,3,18,50,u,0.0,0.0,Pierre-Emile Højbjerg,16
678,679,3,2,45,a,0.0,0.0,Ben Broggio,16
677,678,3,8,45,a,0.0,0.0,Callum Bates,16
676,677,2,19,40,a,0.0,0.0,Ollie Scarles,16
686,687,3,3,45,a,0.0,0.0,Ben Winterburn,16
687,688,3,12,45,a,0.0,0.0,Treymaurice Nyoni,16
674,675,2,13,40,a,0.0,0.0,Josh Wilson-Esbrand,16
673,674,3,4,45,a,0.0,0.0,Paris Maghoma,16
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,16
672,673,3,14,45,a,0.0,0.0,Jayce Fitzgerald,16
681,682,3,20,45,a,0.0,0.0,Tom Edozie,16
510,493,3,18,49,u,0.0,0.0,Giovani Lo Celso,16
671,672,2,13,40,a,0.0,0.0,Jahmai Simpson-Pusey,16
679,680,2,3,40,a,0.0,0.0,Max Kinsey,16
546,534,3,20,48,i,0.0,0.0,Boubacar Traoré,16
653,651,3,8,50,a,0.0,0.0,Orel Mangala,16
567,558,2,20,39,i,0.0,0.0,Yerson Mosquera,16
533,519,3,19,45,u,0.0,0.0,George Earthy,16
