,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
509,492,3,18,63,a,3.38,20.14,Dejan Kulusevski,14
116,52,2,2,44,a,3.37,12.69,Pau Torres,14
312,268,4,10,56,a,3.37,16.45,Liam Delap,14
415,385,3,14,69,a,3.37,20.03,Marcus Rashford,14
418,388,2,19,45,a,3.33,15.11,Aaron Wan-Bissaka,14
62,568,1,10,44,a,3.33,16.75,Arijanet Muric,14
259,211,2,7,47,a,3.33,17.88,Daniel Muñoz,14
545,533,2,20,49,a,3.33,16.28,Rayan Aït-Nouri,14
75,4,4,1,79,a,3.32,19.94,Kai Havertz,14
296,252,4,9,56,a,3.3,15.91,Raúl Jiménez,14
358,321,4,12,71,a,3.28,16.59,Cody Gakpo,14
380,345,3,13,94,a,3.27,17.33,Kevin De Bruyne,14
76,6,2,1,55,a,3.27,17.41,Jurriën Timber,14
86,18,2,1,60,a,3.26,18.28,William Saliba,14
250,199,3,7,66,a,3.25,16.96,Eberechi Eze,14
539,527,3,19,58,a,3.23,17.87,Lucas Tolentino Coelho de Lima,14
311,267,2,10,45,a,3.23,16.52,Leif Davis,14
284,238,2,8,46,a,3.22,14.2,Ashley Young,14
139,78,3,3,57,a,3.21,17.42,Antoine Semenyo,14
251,200,2,7,45,a,3.19,16.07,Marc Guéhi,14
542,530,3,19,49,a,3.17,16.29,Tomáš Souček,14
168,110,4,4,62,a,3.17,18.15,Yoane Wissa,14
389,355,2,13,47,a,3.14,16.84,Rico Lewis,14
111,44,2,2,44,a,3.12,11.67,Ezri Konsa Ngoyo,14
29,293,1,11,45,a,3.12,14.55,Mads Hermansen,14
345,306,4,11,55,a,3.11,13.96,Jamie Vardy,14
144,83,3,3,55,a,3.09,17.82,Marcus Tavernier,14
5,47,1,2,50,d,3.07,15.94,Emiliano Martínez Romero,14
268,220,4,8,56,a,3.04,14.92,Dominic Calvert-Lewin,14
365,329,3,12,62,a,3.03,15.78,Alexis Mac Allister,14
299,255,2,9,47,a,3.02,14.91,Antonee Robinson,14
360,323,3,12,50,a,3.0,14.31,Ryan Gravenberch,14
278,231,2,8,43,a,3.0,13.19,Vitalii Mykolenko,14
11,91,1,4,45,a,2.98,18.67,Mark Flekken,14
564,553,3,20,49,a,2.96,14.98,João Victor Gomes da Silva,14
629,625,3,13,65,a,2.94,17.8,Ilkay Gündogan,14
40,383,1,14,52,a,2.94,19.76,André Onana,14
376,340,2,13,54,a,2.94,17.12,Manuel Akanji,14
84,16,3,1,62,a,2.9,17.78,Declan Rice,14
536,524,2,19,45,a,2.9,13.68,Max Kilman,14
404,372,3,14,64,a,2.89,18.78,Alejandro Garnacho,14
43,413,1,15,50,a,2.88,19.28,Nick Pope,14
267,219,2,8,48,a,2.88,11.13,Jarrad Branthwaite,14
113,48,3,2,52,a,2.87,14.03,John McGinn,14
394,361,2,13,54,a,2.87,15.76,Rúben Gato Alves Dias,14
60,554,1,20,43,a,2.87,15.87,José Malheiro de Sá,14
381,346,3,13,62,a,2.86,16.29,Jérémy Doku,14
397,364,3,14,50,a,2.85,16.37,Amad Diallo,14
57,521,1,19,41,a,2.85,14.49,Łukasz Fabiański,14
15,152,1,3,45,a,2.84,13.22,Kepa Arrizabalaga,14
396,363,2,13,52,a,2.83,15.32,Kyle Walker,14
430,401,4,15,85,d,2.8,20.26,Alexander Isak,14
204,148,4,5,59,a,2.8,19.89,Danny Welbeck,14
566,557,3,20,50,a,2.79,14.5,Mario Lemina,14
14,146,1,5,45,a,2.79,18.56,Bart Verbruggen,14
333,291,2,11,41,a,2.78,10.49,Wout Faes,14
106,38,4,2,58,a,2.77,13.68,Jhon Durán,14
335,295,2,11,45,a,2.76,12.53,James Justin,14
419,389,4,14,66,a,2.73,16.09,Joshua Zirkzee,14
427,398,3,15,72,a,2.73,20.9,Anthony Gordon,14
165,106,3,4,51,a,2.72,13.63,Kevin Schade,14
318,274,3,10,52,a,2.72,14.11,Omari Giraud-Hutchinson,14
100,32,2,2,44,a,2.71,10.06,Matty Cash,14
534,520,2,19,44,a,2.71,13.39,Emerson Palmieri dos Santos,14
143,82,4,18,76,d,2.7,16.94,Dominic Solanke-Mitchell,14
623,618,3,5,56,a,2.69,18.27,Georginio Rutter,14
36,347,1,13,55,a,2.69,18.09,Ederson Santana de Moraes,14
470,447,4,16,66,a,2.69,21.63,Chris Wood,14
243,192,3,11,52,a,2.67,13.09,Jordan Ayew,14
133,70,2,3,45,a,2.66,16.16,Milos Kerkez,14
258,210,2,7,49,a,2.65,14.16,Tyrick Mitchell,14
340,300,3,11,50,a,2.64,13.39,Wilfred Ndidi,14
265,217,3,8,51,a,2.64,11.75,Abdoulaye Doucouré,14
359,322,2,12,48,a,2.63,10.14,Joe Gomez,14
401,369,2,14,52,a,2.62,15.55,Diogo Dalot Teixeira,14
617,611,3,10,58,a,2.62,13.69,Sam Szmodics,14
149,89,3,4,50,a,2.61,16.57,Mikkel Damsgaard,14
227,174,3,6,45,a,2.6,10.71,Roméo Lavia,14
96,28,3,2,62,a,2.58,14.63,Leon Bailey,14
522,505,2,18,49,a,2.57,17.09,Destiny Udogie,14
476,453,4,17,51,a,2.54,13.96,Adam Armstrong,14
187,129,4,5,58,a,2.53,17.56,João Pedro Junqueira de Jesus,14
353,316,4,12,71,a,2.52,15.85,Darwin Núñez Ribeiro,14
416,386,3,6,62,a,2.51,11.92,Jadon Sancho,14
614,608,3,17,45,s,2.51,12.85,Tyler Dibling,14
459,434,3,16,54,a,2.5,17.77,Callum Hudson-Odoi,14
163,104,2,4,45,a,2.48,15.33,Ethan Pinnock,14
46,443,1,16,47,a,2.48,18.7,Matz Sels,14
301,257,2,9,45,a,2.47,13.16,Kenny Tete,14
322,278,3,10,49,a,2.45,12.78,Sam Morsy,14
634,630,2,10,40,a,2.45,10.33,Dara O'Shea,14
527,512,4,19,54,a,2.44,14.44,Michail Antonio,14
212,159,2,7,44,a,2.41,12.64,Trevoh Chalobah,14
537,525,3,19,62,a,2.41,11.65,Mohammed Kudus,14
652,650,2,7,45,a,2.41,13.03,Maxence Lacroix,14
270,222,3,8,49,a,2.38,11.28,Idrissa Gueye,14
148,88,2,4,45,a,2.34,15.01,Nathan Collins,14
240,189,2,6,45,i,2.34,9.36,Wesley Fofana,14
377,341,2,13,53,a,2.33,11.85,Nathan Aké,14
80,10,3,9,50,a,2.33,13.83,Reiss Nelson,14
432,403,3,15,60,a,2.32,17.12,Joelinton Cássio Apolinário de Lira,14
157,98,3,4,50,a,2.31,14.08,Keane Lewis-Potter,14
287,241,2,9,45,a,2.31,11.84,Calvin Bassey,14
180,122,2,5,50,a,2.29,14.81,Pervis Estupiñán,14
585,577,3,8,51,a,2.28,10.66,Jesper Lindstrøm,14
307,263,2,10,40,a,2.27,10.36,Cameron Burgess,14
37,358,1,13,52,a,2.25,10.66,Stefan Ortega Moreno,14
97,29,3,2,52,a,2.24,11.8,Ross Barkley,14
424,394,3,15,61,a,2.23,16.74,Bruno Guimarães Rodriguez Moura,14
586,578,2,1,58,a,2.23,12.51,Riccardo Calafiori,14
568,559,2,20,45,s,2.23,11.54,Nélson Cabral Semedo,14
547,535,3,20,50,a,2.22,10.48,Jean-Ricner Bellegarde,14
516,499,3,18,48,a,2.21,11.63,Pape Matar Sarr,14
234,181,3,6,58,a,2.2,11.27,Christopher Nkunku,14
95,27,4,17,50,a,2.18,14.12,Cameron Archer,14
266,218,4,8,50,a,2.15,9.74,Norberto Bercique Gomes Betuncal,14
594,587,3,19,57,a,2.12,12.48,Crysencio Summerville,14
201,144,2,5,45,a,2.12,13.98,Jan Paul van Hecke,14
126,63,3,3,49,a,2.12,12.64,Ryan Christie,14
448,422,2,16,49,a,2.1,15.4,Ola Aina,14
600,593,2,14,50,a,2.1,12.35,Matthijs de Ligt,14
441,415,2,15,54,a,2.09,15.18,Fabian Schär,14
390,356,3,13,49,a,2.08,11.37,Matheus Luiz Nunes,14
461,436,2,16,46,a,2.07,15.43,Murillo Santiago Costa dos Santos,14
458,433,3,16,63,a,2.07,15.52,Morgan Gibbs-White,14
626,621,3,6,61,a,2.07,8.9,João Félix Sequeira,14
327,285,3,11,44,a,2.07,7.24,Boubakary Soumaré,14
525,509,3,18,62,a,2.06,12.16,Timo Werner,14
535,523,4,19,50,a,2.05,11.29,Danny Ings,14
504,486,2,18,43,a,2.03,10.5,Radu Drăgușin,14
338,298,3,11,53,a,2.03,12.83,Stephy Mavididi,14
598,591,2,19,43,d,2.02,9.8,Jean-Clair Todibo,14
361,324,3,12,53,a,2.02,12.2,Curtis Jones,14
603,596,3,16,59,a,2.02,10.79,João Pedro Ferreira Silva,14
79,9,3,1,68,a,2.02,15.55,Gabriel Martinelli Silva,14
400,368,3,14,48,a,2.0,13.95,Carlos Henrique Casimiro,14
383,349,3,13,64,a,2.0,11.22,Jack Grealish,14
559,548,3,20,53,a,2.0,9.71,Gonçalo Manuel Ganchinho Guedes,14
140,79,2,3,48,a,1.99,12.21,Marcos Senesi,14
576,567,2,20,43,a,1.99,9.02,Toti António Gomes,14
472,449,3,16,49,a,1.98,14.05,Ryan Yates,14
601,594,2,14,47,a,1.98,12.76,Noussair Mazraoui,14
160,101,3,4,48,a,1.98,11.84,Christian Nørgaard,14
303,259,3,9,52,a,1.97,11.31,Harry Wilson,14
500,482,3,18,49,a,1.97,13.14,Yves Bissouma,14
428,399,2,15,44,a,1.95,14.95,Lewis Hall,14
647,645,3,7,45,a,1.95,8.28,Justin Devenny,14
581,573,2,16,45,a,1.94,13.9,Nikola Milenković,14
422,392,3,15,62,a,1.93,15.11,Harvey Barnes,14
325,282,2,10,40,i,1.92,8.01,Axel Tuanzebe,14
145,85,2,3,44,a,1.9,12.53,Illia Zabarnyi,14
77,7,3,1,47,a,1.89,8.85,Jorge Luiz Frello Filho,14
153,94,3,4,49,a,1.89,13.68,Vitaly Janelt,14
142,81,2,3,45,a,1.89,10.79,Adam Smith,14
475,452,3,17,49,a,1.87,10.67,Joe Aribo,14
208,153,2,6,43,a,1.86,7.32,Benoît Badiashile,14
495,476,2,17,44,a,1.86,11.85,Kyle Walker-Peters,14
449,423,3,16,50,a,1.85,14.49,Elliot Anderson,14
374,338,2,4,41,a,1.83,11.46,Sepp van den Berg,14
624,619,3,10,45,a,1.83,7.34,Jens Cajuste,14
224,171,2,6,49,a,1.82,9.85,Malo Gusto,14
53,488,1,18,43,a,1.8,7.73,Fraser Forster,14
309,265,3,10,51,a,1.8,9.4,Conor Chaplin,14
502,484,2,18,43,a,1.8,9.5,Ben Davies,14
286,240,3,9,51,a,1.79,12.15,Andreas Hoelgebaum Pereira,14
186,128,2,5,44,a,1.79,11.85,Igor Julio dos Santos de Paulo,14
73,2,4,1,68,a,1.78,11.93,Gabriel Fernando de Jesus,14
406,375,4,14,69,a,1.78,11.16,Rasmus Højlund,14
443,417,3,15,55,a,1.78,11.06,Sandro Tonali,14
344,305,2,11,39,a,1.77,5.93,Luke Thomas,14
491,472,2,17,40,a,1.73,10.15,Jack Stephens,14
425,395,2,15,44,a,1.73,13.08,Dan Burn,14
493,474,2,17,45,a,1.73,10.3,Sugawara Yukinari,14
411,380,2,14,44,s,1.71,12.95,Lisandro Martínez,14
446,420,3,15,48,a,1.71,10.55,Joe Willock,14
81,11,4,7,59,a,1.69,9.99,Eddie Nketiah,14
50,466,1,17,40,a,1.69,6.59,Joe Lumley,14
553,542,2,20,44,a,1.67,8.64,Craig Dawson,14
438,409,2,15,45,a,1.67,13.75,Tino Livramento,14
6,51,1,2,45,a,1.67,6.18,Robin Olsen,14
285,239,3,9,49,a,1.65,11.74,Adama Traoré,14
483,461,2,17,41,s,1.64,11.53,Taylor Harwood-Bellis,14
290,245,2,9,44,a,1.62,8.63,Issa Diop,14
409,378,3,14,52,s,1.6,9.44,Kobbie Mainoo,14
295,251,4,9,55,a,1.59,10.07,Rodrigo Muniz Carvalho,14
395,362,2,13,53,a,1.58,10.38,John Stones,14
572,563,3,20,52,a,1.58,7.4,Rodrigo Martins Gomes,14
272,224,3,8,53,a,1.58,9.5,Jack Harrison,14
112,45,2,2,46,a,1.58,7.11,Ian Maatsen,14
331,289,4,11,48,a,1.56,5.9,Patson Daka,14
362,326,2,12,53,i,1.55,13.08,Ibrahima Konaté,14
633,629,3,5,55,a,1.52,9.18,Matt O'Riley,14
88,20,3,1,50,d,1.52,11.66,Thomas Partey,14
93,25,2,1,48,a,1.51,9.09,Oleksandr Zinchenko,14
457,432,3,16,51,a,1.49,12.35,Anthony Elanga,14
171,113,3,5,53,a,1.49,9.37,Simon Adingra,14
439,410,3,15,47,a,1.48,9.39,Sean Longstaff,14
103,35,2,2,45,a,1.47,7.38,Diego Carlos Santos Silva,14
280,233,3,2,49,d,1.46,10.87,Amadou Onana,14
189,131,2,5,44,a,1.42,7.75,Tariq Lamptey,14
351,314,3,4,47,a,1.41,9.07,Fábio Freitas Gouveia Carvalho,14
128,65,4,3,54,a,1.41,9.08,Enes Ünal,14
462,437,2,16,43,a,1.4,9.44,Neco Williams,14
526,511,3,19,50,a,1.4,7.6,Edson Álvarez Velázquez,14
595,588,3,19,48,a,1.39,7.56,Guido Rodríguez,14
178,120,2,5,44,a,1.38,9.31,Lewis Dunk,14
330,288,2,11,40,a,1.38,5.55,Conor Coady,14
347,309,3,11,45,d,1.37,8.43,Harry Winks,14
530,516,2,19,43,a,1.36,7.1,Vladimír Coufal,14
654,652,3,14,49,a,1.33,7.25,Manuel Ugarte,14
237,186,3,1,67,a,1.33,10.01,Raheem Sterling,14
487,467,2,17,43,a,1.32,9.09,Ryan Manning,14
336,296,2,11,45,a,1.31,7.3,Victor Kristiansen,14
173,115,3,5,50,a,1.3,9.83,Carlos Baleba,14
78,8,2,1,48,a,1.3,7.37,Jakub Kiwior,14
444,418,2,15,56,a,1.29,7.26,Kieran Trippier,14
350,313,2,12,47,i,1.28,8.22,Conor Bradley,14
561,550,3,20,61,a,1.27,6.11,Hwang Hee-chan,14
275,228,2,8,42,a,1.26,7.35,Michael Keane,14
543,531,3,16,62,a,1.26,8.67,James Ward-Prowse,14
402,370,3,14,54,a,1.25,8.05,Christian Eriksen,14
169,111,3,4,44,a,1.24,7.03,Yehor Yarmoliuk,14
127,64,3,3,50,d,1.23,12.04,Lewis Cook,14
346,307,2,11,40,a,1.23,4.76,Jannik Vestergaard,14
262,214,3,7,47,a,1.22,6.7,Jeffrey Schlupp,14
154,95,3,4,53,d,1.21,9.09,Mathias Jensen,14
417,387,2,14,49,a,1.21,6.97,Luke Shaw,14
341,301,2,11,40,d,1.2,5.7,Caleb Okoli,14
637,633,3,1,60,d,1.17,9.93,Mikel Merino,14
205,149,3,5,48,a,1.16,7.32,Mats Wieffer,14
82,12,3,1,45,a,1.14,5.84,Ethan Nwaneri,14
202,145,2,5,46,d,1.11,11.59,Joël Veltman,14
408,377,2,14,49,a,1.11,7.28,Harry Maguire,14
94,26,2,16,44,a,1.1,10.79,Álex Moreno Lopera,14
515,498,2,18,50,d,1.08,11.31,Cristian Romero,14
181,123,4,5,55,a,1.07,7.14,Evan Ferguson,14
588,580,2,3,43,a,1.05,7.01,Dean Huijsen,14
369,333,2,12,39,a,1.05,5.1,Jarell Quansah,14
447,421,4,15,69,a,1.02,6.75,Callum Wilson,14
332,290,3,11,52,a,0.96,5.84,Bobby De Cordova-Reid,14
310,266,2,10,40,a,0.96,5.48,Harry Clarke,14
388,354,3,13,55,i,0.91,15.35,Mateo Kovačić,14
99,31,3,2,52,a,0.91,5.36,Emiliano Buendía Stati,14
193,135,3,5,52,a,0.9,8.44,Yankuba Minteh,14
232,179,3,6,62,a,0.9,5.48,Mykhailo Mudryk,14
574,565,3,20,51,a,0.89,6.42,Pablo Sarabia,14
450,424,4,16,56,a,0.88,5.51,Taiwo Awoniyi,14
413,382,3,14,63,a,0.86,6.06,Mason Mount,14
499,481,3,18,44,a,0.85,4.21,Lucas Bergvall,14
244,193,3,7,49,a,0.83,4.99,Cheick Doucouré,14
54,508,1,18,49,i,0.82,14.69,Guglielmo Vicario,14
489,470,4,17,49,d,0.8,4.61,Paul Onuachu,14
540,528,2,19,44,d,0.79,5.8,Konstantinos Mavropanos,14
591,584,3,17,50,a,0.79,6.02,Ben Brereton Díaz,14
51,469,1,17,43,a,0.76,4.73,Alex McCarthy,14
431,402,3,15,49,a,0.76,6.8,Jacob Murphy,14
289,244,2,9,42,a,0.74,4.57,Timothy Castagne,14
219,166,3,6,56,a,0.73,4.55,Kiernan Dewsbury-Hall,14
403,371,2,14,44,a,0.71,4.79,Jonny Evans,14
249,198,4,11,52,a,0.71,3.65,Odsonne Edouard,14
117,53,3,2,54,i,0.71,8.31,Jacob Ramsey,14
238,187,2,6,42,a,0.7,3.57,Tosin Adarabioyo,14
357,320,3,12,47,a,0.7,3.88,Endo Wataru,14
605,598,2,2,40,a,0.69,3.09,Lamare Bogarde,14
589,582,2,8,46,a,0.67,3.95,Jake O'Brien,14
421,391,3,15,55,a,0.67,4.37,Miguel Almirón Rejala,14
578,570,3,11,52,i,0.66,8.61,Abdul Fatawu,14
164,105,2,4,43,a,0.65,5.98,Mads Roerslev Rasmussen,14
304,260,4,10,48,a,0.63,3.44,Ali Al-Hamadi,14
356,319,3,12,52,a,0.62,4.3,Harvey Elliott,14
56,513,1,19,43,a,0.62,5.06,Alphonse Areola,14
433,404,2,15,43,a,0.62,5.21,Lloyd Kelly,14
354,317,3,12,72,d,0.62,11.76,Diogo Teixeira da Silva,14
179,121,3,5,54,a,0.58,4.56,Julio Enciso,14
245,194,2,7,44,a,0.57,3.94,Chris Richards,14
554,543,2,20,43,a,0.57,3.64,Matt Doherty,14
247,196,2,7,44,a,0.57,4.62,Nathaniel Clyne,14
573,564,2,20,43,a,0.56,4.4,Santiago Bueno,14
506,489,3,18,47,d,0.54,4.49,Archie Gray,14
453,428,3,16,44,a,0.54,1.83,Eric da Silva Moreira,14
92,24,2,1,61,i,0.54,11.21,Benjamin White,14
239,188,3,17,45,n,0.53,3.82,Lesley Ugochukwu,14
632,628,2,5,45,d,0.52,7.61,Ferdi Kadioglu,14
264,216,3,7,47,i,0.52,5.4,Adam Wharton,14
10,84,1,3,44,a,0.51,4.17,Mark Travers,14
236,184,3,6,45,a,0.5,2.79,Renato Palma Veiga,14
254,205,3,7,51,s,0.5,8.62,Daichi Kamada,14
477,455,2,17,40,a,0.5,3.8,Jan Bednarek,14
615,609,4,18,45,a,0.49,2.67,Will Lankshear,14
665,664,2,20,39,a,0.48,1.51,Alfie Pond,14
195,137,3,5,44,a,0.47,2.81,Jakub Moder,14
321,277,3,10,45,a,0.47,2.55,Massimo Luongo,14
122,59,2,3,43,a,0.47,4.02,Max Aarons,14
242,191,2,9,43,i,0.46,7.98,Joachim Andersen,14
587,579,2,9,42,a,0.42,3.25,Ryan Sessegnon,14
523,506,2,18,45,i,0.4,6.63,Micky van de Ven,14
184,126,3,5,50,d,0.4,7.85,Jack Hinshelwood,14
521,504,2,18,44,a,0.39,2.96,Djed Spence,14
597,590,4,15,50,a,0.38,2.93,William Osula,14
141,80,3,3,49,i,0.37,5.86,Luis Sinisterra,14
392,359,3,10,49,d,0.34,5.06,Kalvin Phillips,14
498,480,3,18,50,s,0.34,5.63,Rodrigo Bentancur,14
225,172,2,6,49,i,0.33,5.35,Reece James,14
1,14,1,17,44,i,0.31,7.24,Aaron Ramsdale,14
604,597,3,1,45,a,0.31,2.23,Myles Lewis-Skelly,14
319,275,2,10,40,d,0.3,3.26,Ben Johnson,14
159,100,2,4,42,a,0.3,2.38,Ben Mee,14
156,97,3,4,45,a,0.29,2.22,Yunus Emre Konak,14
494,475,2,17,39,a,0.29,2.72,Charlie Taylor,14
479,457,2,17,39,a,0.29,1.39,James Bree,14
531,517,2,19,40,a,0.28,2.74,Aaron Cresswell,14
326,284,2,10,40,a,0.27,2.06,Luke Woolfenden,14
599,592,2,3,44,i,0.26,3.91,Julián Araujo Zúñiga,14
342,302,2,11,42,i,0.26,2.44,Ricardo Barbosa Pereira,14
373,337,2,12,46,d,0.25,5.69,Konstantinos Tsimikas,14
590,583,2,10,40,a,0.23,1.47,Conor Townsend,14
514,497,4,18,68,i,0.17,5.43,Richarlison de Andrade,14
407,376,2,14,43,d,0.15,3.02,Victor Lindelöf,14
675,676,4,7,45,a,0.15,1.26,Zach Marsh,14
146,86,2,4,44,i,0.12,3.6,Kristoffer Ajer,14
616,610,3,18,45,i,0.1,2.51,Mikey Moore,14
70,668,1,5,39,a,0.07,0.73,Killian Cahill,14
550,539,4,20,45,a,0.0,0.0,Leon Chiwome,14
640,636,3,12,68,d,0.0,0.0,Federico Chiesa,14
610,604,3,9,45,a,0.0,0.0,Josh King,14
609,603,3,8,45,a,0.0,0.0,Harrison Armstrong,14
608,602,3,4,45,a,0.0,0.0,Ryan Trevitt,14
510,493,3,18,49,u,0.0,0.0,Giovani Lo Celso,14
607,601,3,5,50,u,0.0,0.0,Andrew Moran,14
686,687,3,3,45,a,0.0,0.0,Ben Winterburn,14
546,534,3,20,48,i,0.0,0.0,Boubacar Traoré,14
606,600,3,5,50,a,0.0,0.0,Yasin Ayari,14
685,686,2,19,40,a,0.0,0.0,Ezra Mayers,14
684,685,2,5,40,a,0.0,0.0,Jacob Slater,14
602,595,3,5,54,d,0.0,0.0,Brajan Gruda,14
548,537,3,20,45,u,0.0,0.0,Francisco Jorge Tomás Oliveira,14
513,496,2,18,42,a,0.0,0.0,Sergio Reguilón,14
549,538,3,20,45,u,0.0,0.0,Tawanda Chirewa,14
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,14
651,649,2,4,40,a,0.0,0.0,Jayden Meghoma,14
611,605,3,9,45,a,0.0,0.0,Martial Godo,14
639,635,3,11,48,a,0.0,0.0,Bilal El Khannouss,14
488,468,4,17,50,u,0.0,0.0,Sékou Mara,14
630,626,2,13,45,u,0.0,0.0,Issa Kaboré,14
490,471,3,17,50,i,0.0,0.0,Will Smallbone,14
628,623,3,17,50,a,0.0,0.0,Mateus Gonçalo Espanha Fernandes,14
492,473,4,17,44,i,0.0,0.0,Ross Stewart,14
627,622,3,9,50,a,0.0,0.0,Sander Berge,14
625,620,3,16,55,a,0.0,0.0,Ramón Sosa,14
621,616,2,11,40,u,0.0,0.0,Ben Nelson,14
635,631,3,10,55,a,0.0,0.0,Jack Clarke,14
688,689,3,18,45,a,0.0,0.0,Luca Williams-Barnett,14
496,477,2,17,40,a,0.0,0.0,Nathan Wood-Gordon,14
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,14
636,632,3,10,49,i,0.0,0.0,Chiedozie Ogbene,14
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,14
620,614,3,8,45,u,0.0,0.0,Jenson Metcalfe,14
619,613,3,14,45,a,0.0,0.0,Toby Collyer,14
618,612,3,18,53,i,0.0,0.0,Wilson Odobert,14
503,485,3,18,45,u,0.0,0.0,Alfie Devine,14
656,654,3,19,50,a,0.0,0.0,Carlos Soler,14
505,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,14
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,14
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,14
507,490,3,18,50,u,0.0,0.0,Pierre-Emile Højbjerg,14
687,688,3,12,45,a,0.0,0.0,Treymaurice Nyoni,14
638,634,3,4,49,i,0.0,0.0,Gustavo Nunes Fernandes Gomes,14
613,607,3,13,49,a,0.0,0.0,Nico O'Reilly,14
612,606,3,11,45,a,0.0,0.0,Will Alves,14
541,529,2,19,44,u,0.0,0.0,Nayef Aguerd,14
642,638,3,1,45,a,0.0,0.0,Salah-Eddine Oulad M'hand,14
596,589,4,19,67,d,0.0,0.0,Niclas Füllkrug,14
662,661,3,4,45,a,0.0,0.0,Tony Yogane,14
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,14
529,515,3,17,47,a,0.0,0.0,Maxwel Cornet,14
538,526,3,19,47,a,0.0,0.0,Luis Guilherme Lira dos Santos,14
555,544,3,20,48,a,0.0,0.0,Tommy Doyle,14
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,14
666,665,4,1,45,a,0.0,0.0,Nathan Butler-Oyedeji,14
571,562,3,20,55,u,0.0,0.0,Daniel Castelo Podence,14
