,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
87,19,3,9,56,a,2.99,18.2,Emile Smith Rowe,15
165,106,3,4,51,a,2.99,14.18,Kevin Schade,15
96,28,3,2,62,a,2.98,14.76,Leon Bailey,15
84,16,3,1,62,a,2.98,18.07,Declan Rice,15
394,361,2,13,54,a,2.96,15.24,Rúben Gato Alves Dias,15
74,3,2,1,62,d,2.96,18.35,Gabriel dos Santos Magalhães,15
448,422,2,16,49,a,2.96,16.29,Ola Aina,15
428,399,2,15,44,a,2.96,15.57,Lewis Hall,15
210,157,3,6,49,a,2.95,15.24,Moisés Caicedo Corozo,15
296,252,4,9,56,a,2.94,16.29,Raúl Jiménez,15
148,88,2,4,45,a,2.94,14.95,Nathan Collins,15
277,230,3,8,55,a,2.93,16.7,Dwight McNeil,15
579,571,3,13,65,a,2.93,20.85,Sávio 'Savinho' Moreira de Oliveira,15
20,201,1,7,44,a,2.91,17.44,Dean Henderson,15
629,625,3,13,65,a,2.88,17.5,Ilkay Gündogan,15
422,392,3,15,62,a,2.88,15.71,Harvey Barnes,15
311,267,2,10,45,a,2.87,16.22,Leif Davis,15
57,521,1,19,41,a,2.87,14.04,Łukasz Fabiański,15
60,554,1,20,43,a,2.86,15.74,José Malheiro de Sá,15
601,594,2,14,47,a,2.84,12.52,Noussair Mazraoui,15
145,85,2,3,44,a,2.84,12.97,Illia Zabarnyi,15
299,255,2,9,47,a,2.83,15.57,Antonee Robinson,15
400,368,3,14,48,a,2.81,13.87,Carlos Henrique Casimiro,15
140,79,2,3,48,i,2.78,12.46,Marcos Senesi,15
186,128,2,5,44,a,2.77,11.42,Igor Julio dos Santos de Paulo,15
340,300,3,11,50,a,2.77,13.26,Wilfred Ndidi,15
389,355,2,13,47,a,2.77,16.36,Rico Lewis,15
581,573,2,16,45,a,2.76,14.55,Nikola Milenković,15
157,98,3,4,50,a,2.75,14.05,Keane Lewis-Potter,15
564,553,3,20,49,a,2.74,15.1,João Victor Gomes da Silva,15
458,433,3,16,63,a,2.73,16.1,Morgan Gibbs-White,15
396,363,2,13,52,a,2.71,14.82,Kyle Walker,15
600,593,2,14,50,a,2.71,12.34,Matthijs de Ligt,15
279,232,4,8,54,a,2.7,15.0,Iliman Ndiaye,15
259,211,2,7,47,a,2.67,17.06,Daniel Muñoz,15
569,560,3,6,62,a,2.65,16.93,Pedro Lomba Neto,15
250,199,3,7,66,a,2.65,16.16,Eberechi Eze,15
376,340,2,13,54,d,2.65,16.56,Manuel Akanji,15
566,557,3,20,50,a,2.64,14.56,Mario Lemina,15
353,316,4,12,71,a,2.64,16.06,Darwin Núñez Ribeiro,15
36,347,1,13,55,a,2.64,17.5,Ederson Santana de Moraes,15
534,520,2,19,44,a,2.63,12.94,Emerson Palmieri dos Santos,15
359,322,2,12,48,a,2.61,9.98,Joe Gomez,15
537,525,3,19,62,a,2.61,11.05,Mohammed Kudus,15
443,417,3,15,55,a,2.61,11.33,Sandro Tonali,15
361,324,3,12,53,a,2.59,12.24,Curtis Jones,15
476,453,4,17,51,a,2.59,14.16,Adam Armstrong,15
318,274,3,10,52,a,2.57,14.02,Omari Giraud-Hutchinson,15
251,200,2,7,45,a,2.55,15.11,Marc Guéhi,15
335,295,2,11,45,a,2.55,12.26,James Justin,15
37,358,1,13,52,a,2.54,10.44,Stefan Ortega Moreno,15
527,512,4,19,54,a,2.54,13.87,Michail Antonio,15
243,192,3,11,52,a,2.52,12.91,Jordan Ayew,15
472,449,3,16,49,a,2.51,14.39,Ryan Yates,15
216,163,2,6,51,a,2.49,15.6,Marc Cucurella Saseta,15
411,380,2,14,44,a,2.47,12.75,Lisandro Martínez,15
425,395,2,15,44,a,2.46,13.79,Dan Burn,15
142,81,2,3,45,a,2.45,10.96,Adam Smith,15
522,505,2,18,49,a,2.42,17.6,Destiny Udogie,15
126,63,3,3,49,a,2.42,12.77,Ryan Christie,15
234,181,3,6,58,a,2.41,11.37,Christopher Nkunku,15
143,82,4,18,75,a,2.41,18.51,Dominic Solanke-Mitchell,15
438,409,2,15,45,a,2.41,14.32,Tino Livramento,15
322,278,3,10,49,a,2.4,12.65,Sam Morsy,15
301,257,2,9,45,a,2.4,13.67,Kenny Tete,15
516,499,3,18,48,a,2.37,11.82,Pape Matar Sarr,15
614,608,3,17,45,a,2.37,13.0,Tyler Dibling,15
416,386,3,6,62,a,2.37,11.81,Jadon Sancho,15
603,596,3,16,59,a,2.36,10.93,João Pedro Ferreira Silva,15
258,210,2,7,49,a,2.34,13.48,Tyrick Mitchell,15
97,29,3,2,52,a,2.34,12.04,Ross Barkley,15
287,241,2,9,45,a,2.32,12.31,Calvin Bassey,15
268,220,4,8,55,a,2.32,14.94,Dominic Calvert-Lewin,15
446,420,3,15,48,a,2.31,10.72,Joe Willock,15
568,559,2,20,45,a,2.3,11.54,Nélson Cabral Semedo,15
449,423,3,16,50,a,2.3,14.89,Elliot Anderson,15
374,338,2,4,41,a,2.29,11.37,Sepp van den Berg,15
153,94,3,4,49,a,2.28,13.46,Vitaly Janelt,15
95,27,4,17,50,a,2.28,14.09,Cameron Archer,15
173,115,3,5,50,a,2.28,9.45,Carlos Baleba,15
383,349,3,13,64,a,2.28,11.06,Jack Grealish,15
215,162,2,6,45,a,2.27,14.49,Levi Colwill,15
377,341,2,13,53,d,2.27,11.57,Nathan Aké,15
333,291,2,11,41,a,2.26,10.21,Wout Faes,15
406,375,4,14,69,a,2.26,10.92,Rasmus Højlund,15
160,101,3,4,48,d,2.24,12.09,Christian Nørgaard,15
79,9,3,1,68,a,2.23,15.76,Gabriel Martinelli Silva,15
594,587,3,19,57,a,2.23,12.08,Crysencio Summerville,15
409,378,3,14,52,a,2.23,9.35,Kobbie Mainoo,15
617,611,3,10,58,a,2.22,13.54,Sam Szmodics,15
652,650,2,7,45,a,2.21,12.15,Maxence Lacroix,15
282,236,2,8,48,a,2.21,14.01,James Tarkowski,15
500,482,3,18,49,a,2.21,13.32,Yves Bissouma,15
525,509,3,18,62,a,2.18,12.75,Timo Werner,15
212,159,2,7,44,a,2.16,11.78,Trevoh Chalobah,15
634,630,2,10,40,a,2.13,10.04,Dara O'Shea,15
267,219,2,8,48,a,2.12,11.08,Jarrad Branthwaite,15
284,238,2,8,46,a,2.1,14.1,Ashley Young,15
338,298,3,11,53,a,2.1,12.78,Stephy Mavididi,15
80,10,3,9,50,n,2.08,13.85,Reiss Nelson,15
633,629,3,5,55,a,2.03,8.97,Matt O'Riley,15
178,120,2,5,44,a,2.02,9.01,Lewis Dunk,15
559,548,3,20,53,a,2.01,9.68,Gonçalo Manuel Ganchinho Guedes,15
624,619,3,10,45,a,2.01,7.27,Jens Cajuste,15
504,486,2,18,43,a,2.01,10.61,Radu Drăgușin,15
189,131,2,5,44,a,2.0,7.47,Tariq Lamptey,15
535,523,4,19,50,d,2.0,10.85,Danny Ings,15
586,578,2,1,58,d,1.99,12.91,Riccardo Calafiori,15
626,621,3,6,61,a,1.99,8.83,João Félix Sequeira,15
227,174,3,6,45,a,1.99,10.54,Roméo Lavia,15
171,113,3,5,53,a,1.98,9.17,Simon Adingra,15
547,535,3,20,50,a,1.97,10.62,Jean-Ricner Bellegarde,15
265,217,3,8,51,a,1.96,11.72,Abdoulaye Doucouré,15
278,231,2,8,43,a,1.94,13.23,Vitalii Mykolenko,15
205,149,3,5,47,a,1.93,7.15,Mats Wieffer,15
88,20,3,1,50,a,1.93,11.95,Thomas Partey,15
495,476,2,17,44,a,1.92,12.26,Kyle Walker-Peters,15
639,635,3,11,48,a,1.92,5.74,Bilal El Khannouss,15
439,410,3,15,47,a,1.91,9.69,Sean Longstaff,15
457,432,3,16,51,a,1.9,12.65,Anthony Elanga,15
576,567,2,20,43,a,1.9,9.06,Toti António Gomes,15
351,314,3,4,47,a,1.89,9.12,Fábio Freitas Gouveia Carvalho,15
73,2,4,1,68,a,1.88,12.01,Gabriel Fernando de Jesus,15
303,259,3,9,52,a,1.88,11.2,Harry Wilson,15
327,285,3,11,44,a,1.88,7.12,Boubakary Soumaré,15
390,356,3,13,49,a,1.87,11.28,Matheus Luiz Nunes,15
307,263,2,10,40,a,1.85,9.89,Cameron Burgess,15
475,452,3,17,49,a,1.84,10.73,Joe Aribo,15
77,7,3,1,47,a,1.81,9.03,Jorge Luiz Frello Filho,15
286,240,3,9,51,a,1.8,12.19,Andreas Hoelgebaum Pereira,15
483,461,2,17,41,a,1.79,11.94,Taylor Harwood-Bellis,15
402,370,3,14,54,a,1.78,7.9,Christian Eriksen,15
270,222,3,8,49,a,1.78,11.31,Idrissa Gueye,15
588,580,2,3,43,a,1.77,7.15,Dean Huijsen,15
654,652,3,14,49,a,1.77,7.2,Manuel Ugarte,15
127,64,3,3,50,a,1.77,12.25,Lewis Cook,15
309,265,3,10,51,a,1.76,9.19,Conor Chaplin,15
462,437,2,16,43,a,1.76,9.82,Neco Williams,15
598,591,2,19,43,d,1.73,9.34,Jean-Clair Todibo,15
266,218,4,8,50,a,1.73,9.71,Norberto Bercique Gomes Betuncal,15
585,577,3,8,51,a,1.73,10.73,Jesper Lindstrøm,15
647,645,3,7,45,a,1.72,7.84,Justin Devenny,15
290,245,2,9,44,a,1.72,8.98,Issa Diop,15
50,466,1,17,40,a,1.71,6.44,Joe Lumley,15
103,35,2,2,45,a,1.69,7.39,Diego Carlos Santos Silva,15
112,45,2,2,46,a,1.69,7.17,Ian Maatsen,15
202,145,2,5,46,d,1.69,11.05,Joël Veltman,15
572,563,3,20,52,a,1.69,7.42,Rodrigo Martins Gomes,15
331,289,4,11,48,a,1.68,6.11,Patson Daka,15
6,51,1,2,45,a,1.66,6.21,Robin Olsen,15
502,484,2,18,43,i,1.65,9.58,Ben Davies,15
93,25,2,1,48,a,1.64,9.4,Oleksandr Zinchenko,15
493,474,2,17,45,a,1.63,10.63,Sugawara Yukinari,15
53,488,1,18,43,a,1.63,7.7,Fraser Forster,15
408,377,2,14,49,a,1.62,7.08,Harry Maguire,15
128,65,4,3,54,a,1.62,9.24,Enes Ünal,15
78,8,2,1,48,a,1.62,7.67,Jakub Kiwior,15
285,239,3,9,49,a,1.61,11.73,Adama Traoré,15
526,511,3,19,50,a,1.6,7.41,Edson Álvarez Velázquez,15
553,542,2,20,44,a,1.59,8.77,Craig Dawson,15
295,251,4,9,55,a,1.59,10.06,Rodrigo Muniz Carvalho,15
543,531,3,16,62,a,1.59,9.13,James Ward-Prowse,15
169,111,3,4,44,a,1.57,7.16,Yehor Yarmoliuk,15
181,123,4,5,55,a,1.54,6.94,Evan Ferguson,15
330,288,2,11,40,a,1.52,5.43,Conor Coady,15
444,418,2,15,56,d,1.52,7.55,Kieran Trippier,15
595,588,3,19,48,a,1.52,7.29,Guido Rodríguez,15
81,11,4,7,59,a,1.5,9.58,Eddie Nketiah,15
339,299,3,11,47,a,1.46,4.29,Kasey McAteer,15
362,326,2,12,53,i,1.46,12.68,Ibrahima Konaté,15
487,467,2,17,43,a,1.43,9.35,Ryan Manning,15
336,296,2,11,45,a,1.42,7.17,Victor Kristiansen,15
637,633,3,1,60,a,1.4,10.15,Mikel Merino,15
193,135,3,5,51,a,1.4,7.94,Yankuba Minteh,15
530,516,2,19,42,a,1.4,6.61,Vladimír Coufal,15
94,26,2,16,44,a,1.4,11.23,Álex Moreno Lopera,15
325,282,2,10,40,i,1.4,7.76,Axel Tuanzebe,15
237,186,3,1,67,a,1.39,10.15,Raheem Sterling,15
224,171,2,6,49,a,1.39,9.8,Malo Gusto,15
491,472,2,17,40,s,1.38,10.07,Jack Stephens,15
344,305,2,11,39,a,1.36,5.8,Luke Thomas,15
561,550,3,20,61,a,1.36,6.02,Hwang Hee-chan,15
431,402,3,15,49,a,1.34,7.16,Jacob Murphy,15
447,421,4,15,69,a,1.34,6.69,Callum Wilson,15
417,387,2,14,49,i,1.32,6.78,Luke Shaw,15
154,95,3,4,53,i,1.32,9.16,Mathias Jensen,15
272,224,3,8,53,a,1.32,9.53,Jack Harrison,15
208,153,2,6,43,a,1.24,7.31,Benoît Badiashile,15
341,301,2,11,40,a,1.22,5.54,Caleb Okoli,15
369,333,2,12,39,a,1.18,4.98,Jarell Quansah,15
413,382,3,14,63,a,1.17,5.92,Mason Mount,15
82,12,3,1,45,a,1.17,5.98,Ethan Nwaneri,15
347,309,3,11,45,d,1.15,8.36,Harry Winks,15
262,214,3,7,47,a,1.14,6.62,Jeffrey Schlupp,15
346,307,2,11,40,a,1.1,4.62,Jannik Vestergaard,15
54,508,1,18,49,i,1.09,15.44,Guglielmo Vicario,15
450,424,4,16,56,a,1.09,5.86,Taiwo Awoniyi,15
332,290,3,11,52,a,1.09,5.78,Bobby De Cordova-Reid,15
421,391,3,15,55,a,1.05,4.44,Miguel Almirón Rejala,15
632,628,2,5,45,d,1.03,7.34,Ferdi Kadioglu,15
240,189,2,6,45,i,1.02,9.29,Wesley Fofana,15
310,266,2,10,40,a,1.02,5.12,Harry Clarke,15
515,498,2,18,50,d,1.01,11.95,Cristian Romero,15
499,481,3,18,44,a,1.01,4.44,Lucas Bergvall,15
540,528,2,19,44,a,1.01,5.5,Konstantinos Mavropanos,15
99,31,3,2,52,a,1.0,5.35,Emiliano Buendía Stati,15
232,179,3,6,62,a,0.99,5.34,Mykhailo Mudryk,15
403,371,2,14,44,a,0.95,4.66,Jonny Evans,15
350,313,2,12,47,i,0.95,7.69,Conor Bradley,15
356,319,3,12,52,a,0.91,4.26,Harvey Elliott,15
164,105,2,4,43,a,0.9,6.36,Mads Roerslev Rasmussen,15
244,193,3,7,49,a,0.89,4.82,Cheick Doucouré,15
574,565,3,20,51,d,0.89,6.43,Pablo Sarabia,15
179,121,3,5,54,a,0.87,4.38,Julio Enciso,15
357,320,3,12,47,a,0.86,3.85,Endo Wataru,15
433,404,2,15,43,a,0.85,5.45,Lloyd Kelly,15
388,354,3,13,54,i,0.84,14.63,Mateo Kovačić,15
254,205,3,7,51,a,0.83,8.53,Daichi Kamada,15
56,513,1,19,43,a,0.83,4.74,Alphonse Areola,15
289,244,2,9,42,a,0.79,4.79,Timothy Castagne,15
117,53,3,2,54,i,0.79,8.42,Jacob Ramsey,15
51,469,1,17,43,a,0.79,4.69,Alex McCarthy,15
195,137,3,5,44,a,0.77,2.55,Jakub Moder,15
395,362,2,13,53,i,0.76,9.83,John Stones,15
10,84,1,3,44,a,0.75,4.49,Mark Travers,15
249,198,4,11,52,a,0.74,3.64,Odsonne Edouard,15
238,187,2,6,42,a,0.72,3.58,Tosin Adarabioyo,15
275,228,2,8,42,d,0.72,7.57,Michael Keane,15
506,489,3,18,47,a,0.72,4.61,Archie Gray,15
597,590,4,15,50,a,0.71,2.84,William Osula,15
591,584,3,17,50,a,0.7,6.04,Ben Brereton Díaz,15
280,233,3,2,49,i,0.69,11.06,Amadou Onana,15
477,455,2,17,40,a,0.69,3.93,Jan Bednarek,15
489,470,4,17,49,d,0.68,4.46,Paul Onuachu,15
605,598,2,2,40,a,0.67,3.38,Lamare Bogarde,15
321,277,3,10,44,a,0.67,2.44,Massimo Luongo,15
122,59,2,3,43,a,0.67,4.29,Max Aarons,15
304,260,4,10,48,a,0.66,3.34,Ali Al-Hamadi,15
219,166,3,6,56,a,0.66,4.44,Kiernan Dewsbury-Hall,15
92,24,2,1,61,i,0.65,11.5,Benjamin White,15
554,543,2,20,43,a,0.64,3.63,Matt Doherty,15
573,564,2,20,43,a,0.63,4.45,Santiago Bueno,15
184,126,3,5,50,d,0.63,7.53,Jack Hinshelwood,15
236,184,3,6,45,a,0.62,2.79,Renato Palma Veiga,15
239,188,3,17,45,a,0.62,3.71,Lesley Ugochukwu,15
578,570,3,11,52,i,0.61,8.5,Abdul Fatawu,15
354,317,3,12,72,d,0.61,11.7,Diogo Teixeira da Silva,15
392,359,3,10,49,a,0.61,4.99,Kalvin Phillips,15
264,216,3,7,47,i,0.61,5.23,Adam Wharton,15
523,506,2,18,45,i,0.6,7.04,Micky van de Ven,15
247,196,2,7,44,a,0.57,4.36,Nathaniel Clyne,15
453,428,3,16,44,a,0.56,1.97,Eric da Silva Moreira,15
615,609,4,18,45,a,0.54,3.03,Will Lankshear,15
245,194,2,7,44,a,0.53,3.64,Chris Richards,15
494,475,2,17,39,a,0.52,2.76,Charlie Taylor,15
665,664,2,20,39,a,0.52,1.52,Alfie Pond,15
589,582,2,8,46,a,0.52,3.94,Jake O'Brien,15
319,275,2,10,40,a,0.5,3.16,Ben Johnson,15
498,480,3,18,50,s,0.48,6.01,Rodrigo Bentancur,15
159,100,2,4,42,a,0.46,2.41,Ben Mee,15
242,191,2,9,43,i,0.45,8.14,Joachim Andersen,15
587,579,2,9,42,a,0.44,3.35,Ryan Sessegnon,15
521,504,2,18,44,a,0.44,3.15,Djed Spence,15
156,97,3,4,45,a,0.41,2.24,Yunus Emre Konak,15
514,497,4,18,68,i,0.38,5.7,Richarlison de Andrade,15
141,80,3,3,49,i,0.34,6.01,Luis Sinisterra,15
1,14,1,17,44,i,0.32,7.1,Aaron Ramsdale,15
479,457,2,17,39,a,0.31,1.38,James Bree,15
373,337,2,12,46,d,0.29,5.47,Konstantinos Tsimikas,15
531,517,2,19,40,a,0.27,2.46,Aaron Cresswell,15
407,376,2,14,43,d,0.26,2.88,Victor Lindelöf,15
326,284,2,10,40,a,0.25,1.96,Luke Woolfenden,15
599,592,2,3,44,i,0.24,4.18,Julián Araujo Zúñiga,15
225,172,2,6,49,i,0.24,5.31,Reece James,15
604,597,3,1,45,d,0.23,2.16,Myles Lewis-Skelly,15
146,86,2,4,44,d,0.21,3.74,Kristoffer Ajer,15
590,583,2,10,40,a,0.17,1.36,Conor Townsend,15
616,610,3,18,45,i,0.17,2.58,Mikey Moore,15
342,302,2,11,42,i,0.16,2.3,Ricardo Barbosa Pereira,15
70,668,1,5,39,a,0.16,0.88,Killian Cahill,15
675,676,4,7,45,a,0.13,1.18,Zach Marsh,15
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,15
659,657,2,1,40,a,0.0,0.0,Maldini Kacurri,15
490,471,3,17,50,i,0.0,0.0,Will Smallbone,15
519,502,3,18,54,u,0.0,0.0,Manor Solomon,15
660,658,2,1,40,a,0.0,0.0,Ayden Heaven,15
691,692,2,12,40,a,0.0,0.0,Amara Nallo,15
662,661,3,4,45,a,0.0,0.0,Tony Yogane,15
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,15
690,691,2,14,40,a,0.0,0.0,Godwill Kukonki,15
661,659,3,1,45,a,0.0,0.0,Ismeal Kabia,15
492,473,4,17,44,i,0.0,0.0,Ross Stewart,15
664,663,2,5,40,a,0.0,0.0,Imari Samuels,15
663,662,2,1,40,a,0.0,0.0,Josh Nichols,15
666,665,4,1,45,a,0.0,0.0,Nathan Butler-Oyedeji,15
676,677,2,19,40,a,0.0,0.0,Ollie Scarles,15
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,15
507,490,3,18,50,u,0.0,0.0,Pierre-Emile Højbjerg,15
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,15
686,687,3,3,45,a,0.0,0.0,Ben Winterburn,15
685,686,2,19,40,a,0.0,0.0,Ezra Mayers,15
684,685,2,5,40,a,0.0,0.0,Jacob Slater,15
496,477,2,17,40,a,0.0,0.0,Nathan Wood-Gordon,15
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,15
683,684,2,18,40,a,0.0,0.0,Malachi Hardy,15
503,485,3,18,45,u,0.0,0.0,Alfie Devine,15
682,683,3,18,45,a,0.0,0.0,Callum Olusesi,15
505,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,15
681,682,3,20,45,a,0.0,0.0,Tom Edozie,15
680,681,2,5,40,a,0.0,0.0,Ruairi McConville,15
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,15
679,680,2,3,40,a,0.0,0.0,Max Kinsey,15
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,15
678,679,3,2,45,a,0.0,0.0,Ben Broggio,15
677,678,3,8,45,a,0.0,0.0,Callum Bates,15
688,689,3,18,45,a,0.0,0.0,Luca Williams-Barnett,15
687,688,3,12,45,a,0.0,0.0,Treymaurice Nyoni,15
510,493,3,18,49,u,0.0,0.0,Giovani Lo Celso,15
674,675,2,13,40,a,0.0,0.0,Josh Wilson-Esbrand,15
673,674,3,4,45,a,0.0,0.0,Paris Maghoma,15
689,690,2,9,40,a,0.0,0.0,Samuel Amissah,15
672,673,3,14,45,a,0.0,0.0,Jayce Fitzgerald,15
671,672,2,13,40,a,0.0,0.0,Jahmai Simpson-Pusey,15
670,671,3,13,45,a,0.0,0.0,Jacob Wright,15
669,670,2,14,40,a,0.0,0.0,Harry Amass,15
513,496,2,18,42,a,0.0,0.0,Sergio Reguilón,15
658,656,3,2,45,a,0.0,0.0,Kadan Young,15
563,552,2,20,40,u,0.0,0.0,Ki-Jana Hoever,15
656,654,3,19,50,a,0.0,0.0,Carlos Soler,15
655,653,2,16,45,a,0.0,0.0,Felipe Rodrigues da Silva,15
608,602,3,4,45,a,0.0,0.0,Ryan Trevitt,15
607,601,3,5,50,u,0.0,0.0,Andrew Moran,15
606,600,3,5,50,a,0.0,0.0,Yasin Ayari,15
538,526,3,19,47,a,0.0,0.0,Luis Guilherme Lira dos Santos,15
602,595,3,5,54,a,0.0,0.0,Brajan Gruda,15
596,589,4,19,67,a,0.0,0.0,Niclas Füllkrug,15
593,586,2,9,44,a,0.0,0.0,Jorge Cuenca Barreno,15
541,529,2,19,44,u,0.0,0.0,Nayef Aguerd,15
