,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
284,238,2,8,45,a,3.62,14.74,Ashley Young,12
424,394,3,15,62,a,3.56,17.48,Bruno Guimarães Rodriguez Moura,12
204,148,4,5,60,a,3.53,22.62,Danny Welbeck,12
127,64,3,3,50,a,3.49,16.68,Lewis Cook,12
428,399,2,15,44,a,3.48,16.67,Lewis Hall,12
168,110,4,4,61,d,3.48,18.07,Yoane Wissa,12
175,117,3,11,50,s,3.46,19.64,Facundo Buonanotte,12
360,323,3,12,50,a,3.46,13.23,Ryan Gravenberch,12
134,71,3,3,53,a,3.43,16.46,Justin Kluivert,12
149,89,3,4,50,a,3.43,18.93,Mikkel Damsgaard,12
86,18,2,1,60,a,3.41,16.75,William Saliba,12
268,220,4,8,57,a,3.4,16.0,Dominic Calvert-Lewin,12
422,392,3,15,63,a,3.4,15.83,Harvey Barnes,12
11,91,1,4,45,a,3.4,19.91,Mark Flekken,12
34,325,1,12,45,a,3.39,14.21,Caoimhin Kelleher,12
80,10,3,9,50,a,3.34,13.72,Reiss Nelson,12
242,191,2,9,43,a,3.33,13.07,Joachim Andersen,12
601,594,2,14,46,a,3.31,14.61,Noussair Mazraoui,12
278,231,2,8,43,a,3.31,13.23,Vitalii Mykolenko,12
600,593,2,14,50,a,3.31,15.24,Matthijs de Ligt,12
441,415,2,15,54,a,3.3,15.85,Fabian Schär,12
508,491,3,18,68,a,3.29,23.02,Brennan Johnson,12
365,329,3,12,62,a,3.29,14.56,Alexis Mac Allister,12
579,571,3,13,65,a,3.28,19.05,Sávio 'Savinho' Moreira de Oliveira,12
210,157,3,6,49,a,3.27,15.63,Moisés Caicedo Corozo,12
629,625,3,13,65,a,3.26,17.49,Ilkay Gündogan,12
287,241,2,9,45,a,3.24,13.07,Calvin Bassey,12
397,364,3,14,49,a,3.24,14.01,Amad Diallo,12
104,36,2,2,47,a,3.24,15.79,Lucas Digne,12
301,257,2,9,45,a,3.23,13.64,Kenny Tete,12
76,6,2,1,55,a,3.23,16.58,Jurriën Timber,12
153,94,3,4,49,a,3.23,16.42,Vitaly Janelt,12
509,492,3,18,63,a,3.22,21.74,Dejan Kulusevski,12
470,447,4,16,66,a,3.21,22.87,Chris Wood,12
545,533,2,20,47,a,3.21,18.41,Rayan Aït-Nouri,12
415,385,3,14,69,a,3.21,17.12,Marcus Rashford,12
380,345,3,13,94,a,3.2,15.35,Kevin De Bruyne,12
552,541,4,20,68,a,3.2,23.41,Matheus Santos Carneiro Da Cunha,12
353,316,4,12,71,a,3.18,14.71,Darwin Núñez Ribeiro,12
163,104,2,4,45,d,3.16,16.09,Ethan Pinnock,12
358,321,4,12,71,a,3.16,14.81,Cody Gakpo,12
143,82,4,18,77,a,3.15,21.58,Dominic Solanke-Mitchell,12
312,268,4,10,56,a,3.14,17.47,Liam Delap,12
280,233,3,2,49,d,3.14,15.08,Amadou Onana,12
14,146,1,5,45,a,3.12,18.44,Bart Verbruggen,12
88,20,3,1,50,a,3.1,14.91,Thomas Partey,12
539,527,3,19,58,a,3.1,18.21,Lucas Tolentino Coelho de Lima,12
406,375,4,14,69,a,3.08,15.07,Rasmus Højlund,12
277,230,3,8,57,d,3.08,16.16,Dwight McNeil,12
92,24,2,1,62,d,3.07,16.53,Benjamin White,12
623,618,3,5,56,a,3.07,18.18,Georginio Rutter,12
215,162,2,6,45,d,3.05,13.88,Levi Colwill,12
400,368,3,14,48,d,3.05,16.65,Carlos Henrique Casimiro,12
311,267,2,10,45,a,3.03,17.88,Leif Davis,12
20,201,1,7,44,a,3.03,18.43,Dean Henderson,12
62,568,1,10,44,a,3.03,17.24,Arijanet Muric,12
520,503,3,18,99,a,3.01,23.8,Son Heung-min,12
361,324,3,12,53,a,3.01,13.14,Curtis Jones,12
84,16,3,1,63,d,3.0,19.1,Declan Rice,12
57,521,1,19,40,a,2.99,12.4,Łukasz Fabiański,12
148,88,2,4,45,a,2.99,15.53,Nathan Collins,12
617,611,3,10,58,a,2.99,15.07,Sam Szmodics,12
91,23,3,1,69,d,2.96,18.08,Leandro Trossard,12
401,369,2,14,52,a,2.95,13.56,Diogo Dalot Teixeira,12
160,101,3,4,48,a,2.92,13.58,Christian Nørgaard,12
157,98,3,4,50,a,2.91,14.48,Keane Lewis-Potter,12
29,293,1,11,45,a,2.91,16.17,Mads Hermansen,12
372,336,3,12,63,a,2.9,14.96,Dominik Szoboszlai,12
15,152,1,3,45,a,2.88,12.4,Kepa Arrizabalaga,12
439,410,3,15,47,a,2.87,11.62,Sean Longstaff,12
585,577,3,8,51,a,2.86,11.63,Jesper Lindstrøm,12
512,495,2,18,55,a,2.86,20.21,Pedro Porro,12
270,222,3,8,49,a,2.85,11.38,Idrissa Gueye,12
411,380,2,14,44,d,2.83,14.27,Lisandro Martínez,12
340,300,3,11,50,a,2.83,13.98,Wilfred Ndidi,12
224,171,2,6,49,d,2.81,12.94,Malo Gusto,12
511,494,3,18,76,a,2.81,18.64,James Maddison,12
187,129,4,5,55,a,2.79,13.67,João Pedro Junqueira de Jesus,12
46,443,1,16,47,a,2.79,18.53,Matz Sels,12
144,83,3,3,55,a,2.78,15.63,Marcus Tavernier,12
116,52,2,2,45,d,2.78,12.76,Pau Torres,12
267,219,2,8,48,d,2.78,9.55,Jarrad Branthwaite,12
578,570,3,11,53,i,2.74,14.41,Abdul Fatawu,12
216,163,2,6,50,a,2.74,12.31,Marc Cucurella Saseta,12
240,189,2,6,45,d,2.73,11.97,Wesley Fofana,12
438,409,2,15,45,a,2.72,14.16,Tino Livramento,12
251,200,2,7,45,a,2.71,16.81,Marc Guéhi,12
542,530,3,19,49,a,2.71,15.4,Tomáš Souček,12
347,309,3,11,45,a,2.7,14.31,Harry Winks,12
425,395,2,15,44,s,2.7,15.09,Dan Burn,12
256,207,4,7,73,a,2.68,17.91,Jean-Philippe Mateta,12
111,44,2,2,44,d,2.67,12.74,Ezri Konsa Ngoyo,12
259,211,2,7,48,a,2.66,15.55,Daniel Muñoz,12
389,355,2,13,49,a,2.65,15.18,Rico Lewis,12
390,356,3,13,49,d,2.65,12.89,Matheus Luiz Nunes,12
133,70,2,3,44,d,2.61,15.61,Milos Kerkez,12
243,192,3,11,52,d,2.61,13.19,Jordan Ayew,12
536,524,2,19,45,a,2.61,13.51,Max Kilman,12
592,585,3,7,57,a,2.59,13.94,Ismaïla Sarr,12
96,28,3,2,63,a,2.59,14.15,Leon Bailey,12
303,259,3,9,52,a,2.58,9.78,Harry Wilson,12
60,554,1,20,43,a,2.57,14.45,José Malheiro de Sá,12
285,239,3,9,50,a,2.57,14.1,Adama Traoré,12
265,217,3,8,51,a,2.55,11.78,Abdoulaye Doucouré,12
446,420,3,15,48,a,2.54,10.49,Joe Willock,12
459,434,3,16,54,a,2.54,16.46,Callum Hudson-Odoi,12
180,122,2,5,50,a,2.54,13.05,Pervis Estupiñán,12
575,566,4,20,56,a,2.5,18.63,Jørgen Strand Larsen,12
448,422,2,16,48,d,2.48,15.17,Ola Aina,12
458,433,3,16,63,a,2.48,14.33,Morgan Gibbs-White,12
1,14,1,17,44,i,2.47,15.24,Aaron Ramsdale,12
594,587,3,19,57,a,2.46,13.84,Crysencio Summerville,12
396,363,2,13,52,a,2.46,12.42,Kyle Walker,12
472,449,3,16,49,a,2.44,14.95,Ryan Yates,12
457,432,3,16,52,a,2.44,14.92,Anthony Elanga,12
335,295,2,11,46,a,2.43,13.5,James Justin,12
202,145,2,5,45,a,2.42,14.31,Joël Veltman,12
54,508,1,18,50,a,2.41,18.15,Guglielmo Vicario,12
140,79,2,3,48,a,2.38,13.16,Marcos Senesi,12
461,436,2,16,45,a,2.38,14.93,Murillo Santiago Costa dos Santos,12
318,274,3,10,52,d,2.36,13.66,Omari Giraud-Hutchinson,12
106,38,4,2,60,a,2.36,13.38,Jhon Durán,12
566,557,3,20,50,a,2.35,14.18,Mario Lemina,12
333,291,2,11,42,a,2.34,12.93,Wout Faes,12
258,210,2,7,49,a,2.34,14.64,Tyrick Mitchell,12
145,85,2,3,44,a,2.34,13.32,Illia Zabarnyi,12
418,388,2,19,44,a,2.33,12.06,Aaron Wan-Bissaka,12
534,520,2,19,44,a,2.33,12.27,Emerson Palmieri dos Santos,12
443,417,3,15,55,a,2.33,10.17,Sandro Tonali,12
637,633,3,1,60,a,2.33,11.61,Mikel Merino,12
374,338,2,4,41,a,2.32,12.25,Sepp van den Berg,12
201,144,2,5,45,a,2.32,13.49,Jan Paul van Hecke,12
527,512,4,19,54,a,2.32,15.17,Michail Antonio,12
103,35,2,2,45,a,2.3,9.5,Diego Carlos Santos Silva,12
33,310,1,12,54,d,2.28,10.11,Alisson Ramses Becker,12
322,278,3,10,49,a,2.27,13.08,Sam Morsy,12
564,553,3,20,49,a,2.25,13.37,João Victor Gomes da Silva,12
581,573,2,16,45,a,2.24,14.0,Nikola Milenković,12
350,313,2,12,47,a,2.21,7.75,Conor Bradley,12
212,159,2,7,44,a,2.17,12.79,Trevoh Chalobah,12
221,168,3,6,48,a,2.17,12.21,Enzo Fernández,12
598,591,2,19,43,a,2.17,10.95,Jean-Clair Todibo,12
634,630,2,10,40,a,2.16,11.1,Dara O'Shea,12
419,389,4,14,66,a,2.15,12.35,Joshua Zirkzee,12
117,53,3,2,54,d,2.14,12.4,Jacob Ramsey,12
654,652,3,14,49,a,2.13,9.25,Manuel Ugarte,12
275,228,2,8,43,a,2.11,10.59,Michael Keane,12
186,128,2,5,44,a,2.11,11.34,Igor Julio dos Santos de Paulo,12
113,48,3,2,52,a,2.11,10.7,John McGinn,12
381,346,3,13,63,d,2.1,14.03,Jérémy Doku,12
142,81,2,3,45,a,2.09,11.02,Adam Smith,12
476,453,4,17,51,a,2.09,11.16,Adam Armstrong,12
568,559,2,20,45,a,2.08,12.19,Nélson Cabral Semedo,12
652,650,2,7,45,a,2.07,13.4,Maxence Lacroix,12
173,115,3,5,50,a,2.06,12.42,Carlos Baleba,12
327,285,3,11,44,a,2.06,7.82,Boubakary Soumaré,12
345,306,4,11,57,d,2.05,14.47,Jamie Vardy,12
295,251,4,9,56,a,2.04,11.48,Rodrigo Muniz Carvalho,12
633,629,3,5,55,a,2.03,7.34,Matt O'Riley,12
95,27,4,17,50,a,2.02,13.37,Cameron Archer,12
553,542,2,20,44,a,2.02,11.84,Craig Dawson,12
227,174,3,6,45,d,1.99,9.76,Roméo Lavia,12
522,505,2,18,49,a,1.99,15.37,Destiny Udogie,12
307,263,2,10,39,a,1.96,10.17,Cameron Burgess,12
632,628,2,5,45,d,1.95,11.24,Ferdi Kadioglu,12
449,423,3,16,50,d,1.92,13.66,Elliot Anderson,12
232,179,3,6,62,a,1.92,8.87,Mykhailo Mudryk,12
126,63,3,3,49,s,1.92,13.23,Ryan Christie,12
595,588,3,19,49,a,1.91,10.27,Guido Rodríguez,12
234,181,3,6,59,a,1.9,9.73,Christopher Nkunku,12
154,95,3,4,53,a,1.9,9.33,Mathias Jensen,12
376,340,2,13,55,d,1.9,12.72,Manuel Akanji,12
94,26,2,16,44,a,1.89,13.23,Álex Moreno Lopera,12
225,172,2,6,49,i,1.88,8.1,Reece James,12
515,498,2,18,50,d,1.83,15.28,Cristian Romero,12
483,461,2,17,41,a,1.82,11.2,Taylor Harwood-Bellis,12
336,296,2,11,45,a,1.82,10.34,Victor Kristiansen,12
535,523,4,19,50,a,1.81,9.84,Danny Ings,12
603,596,3,16,59,a,1.8,9.85,João Pedro Ferreira Silva,12
266,218,4,8,50,a,1.8,7.9,Norberto Bercique Gomes Betuncal,12
516,499,3,18,48,a,1.79,10.73,Pape Matar Sarr,12
402,370,3,14,54,a,1.77,9.61,Christian Eriksen,12
624,619,3,10,45,a,1.76,8.07,Jens Cajuste,12
319,275,2,10,40,a,1.75,9.3,Ben Johnson,12
576,567,2,20,43,a,1.74,9.98,Toti António Gomes,12
475,452,3,17,49,a,1.7,11.25,Joe Aribo,12
498,480,3,18,50,s,1.69,11.01,Rodrigo Bentancur,12
325,282,2,10,40,a,1.69,7.52,Axel Tuanzebe,12
547,535,3,20,50,a,1.68,10.26,Jean-Ricner Bellegarde,12
525,509,3,18,62,a,1.68,10.69,Timo Werner,12
574,565,3,20,51,d,1.68,9.49,Pablo Sarabia,12
495,476,2,17,44,a,1.68,11.49,Kyle Walker-Peters,12
573,564,2,20,43,d,1.64,10.47,Santiago Bueno,12
171,113,3,5,53,a,1.64,9.37,Simon Adingra,12
346,307,2,11,40,a,1.63,8.39,Jannik Vestergaard,12
373,337,2,12,46,a,1.62,7.21,Konstantinos Tsimikas,12
184,126,3,5,50,d,1.62,10.8,Jack Hinshelwood,12
73,2,4,1,68,a,1.61,10.66,Gabriel Fernando de Jesus,12
338,298,3,11,53,a,1.6,12.41,Stephy Mavididi,12
316,272,4,10,54,a,1.57,9.07,George Hirst,12
351,314,3,4,48,a,1.55,10.63,Fábio Freitas Gouveia Carvalho,12
477,455,2,17,40,i,1.52,8.84,Jan Bednarek,12
559,548,3,20,53,a,1.51,7.76,Gonçalo Manuel Ganchinho Guedes,12
614,608,3,17,46,a,1.49,10.62,Tyler Dibling,12
250,199,3,7,66,d,1.41,15.71,Eberechi Eze,12
272,224,3,8,53,a,1.4,9.42,Jack Harrison,12
165,106,3,4,51,a,1.39,8.56,Kevin Schade,12
543,531,3,16,62,a,1.39,8.0,James Ward-Prowse,12
112,45,2,2,47,d,1.38,8.4,Ian Maatsen,12
626,621,3,6,61,a,1.38,6.06,João Félix Sequeira,12
254,205,3,7,51,s,1.37,12.17,Daichi Kamada,12
403,371,2,14,44,a,1.37,7.25,Jonny Evans,12
169,111,3,4,44,a,1.34,5.75,Yehor Yarmoliuk,12
421,391,3,15,55,a,1.27,5.73,Miguel Almirón Rejala,12
500,482,3,18,49,a,1.27,9.95,Yves Bissouma,12
588,580,2,3,43,a,1.26,7.36,Dean Huijsen,12
359,322,2,12,48,a,1.25,5.75,Joe Gomez,12
540,528,2,19,45,a,1.24,6.53,Konstantinos Mavropanos,12
377,341,2,13,53,d,1.23,6.49,Nathan Aké,12
487,467,2,17,43,a,1.22,7.76,Ryan Manning,12
537,525,3,19,62,s,1.21,14.16,Mohammed Kudus,12
532,518,3,17,48,a,1.19,8.55,Flynn Downes,12
262,214,3,7,47,a,1.18,6.74,Jeffrey Schlupp,12
309,265,3,10,51,a,1.16,7.42,Conor Chaplin,12
489,470,4,17,49,a,1.16,5.74,Paul Onuachu,12
493,474,2,17,45,a,1.15,9.64,Sugawara Yukinari,12
504,486,2,18,43,a,1.15,9.14,Radu Drăgușin,12
526,511,3,19,50,a,1.14,6.31,Edson Álvarez Velázquez,12
164,105,2,4,44,a,1.14,7.57,Mads Roerslev Rasmussen,12
244,193,3,7,49,a,1.14,6.71,Cheick Doucouré,12
357,320,3,12,47,a,1.13,5.17,Endo Wataru,12
555,544,3,20,48,a,1.12,6.34,Tommy Doyle,12
237,186,3,1,67,a,1.11,6.52,Raheem Sterling,12
398,365,3,14,57,a,1.11,3.98,Antony Matheus dos Santos,12
10,84,1,3,44,a,1.09,7.44,Mark Travers,12
205,149,3,5,48,a,1.09,6.13,Mats Wieffer,12
392,359,3,10,49,a,1.09,7.45,Kalvin Phillips,12
586,578,2,1,58,d,1.08,9.59,Riccardo Calafiori,12
354,317,3,12,72,i,1.07,12.99,Diogo Teixeira da Silva,12
247,196,2,7,44,a,1.06,6.77,Nathaniel Clyne,12
530,516,2,19,43,a,1.06,6.48,Vladimír Coufal,12
431,402,3,15,50,a,1.04,8.03,Jacob Murphy,12
394,361,2,13,54,d,1.02,10.82,Rúben Gato Alves Dias,12
178,120,2,5,44,d,1.01,7.89,Lewis Dunk,12
413,382,3,14,63,a,1.01,4.55,Mason Mount,12
491,472,2,17,40,a,1.0,7.58,Jack Stephens,12
181,123,4,5,55,a,0.99,5.92,Evan Ferguson,12
383,349,3,13,64,d,0.98,9.49,Jack Grealish,12
444,418,2,15,56,d,0.96,7.93,Kieran Trippier,12
93,25,2,1,48,a,0.96,6.46,Oleksandr Zinchenko,12
239,188,3,17,45,a,0.96,5.51,Lesley Ugochukwu,12
416,386,3,6,63,d,0.94,9.49,Jadon Sancho,12
395,362,2,13,53,d,0.93,8.73,John Stones,12
591,584,3,17,50,a,0.93,6.87,Ben Brereton Díaz,12
409,378,3,14,52,d,0.92,6.69,Kobbie Mainoo,12
82,12,3,1,45,a,0.92,4.65,Ethan Nwaneri,12
450,424,4,16,56,a,0.9,6.32,Taiwo Awoniyi,12
523,506,2,18,46,i,0.86,9.27,Micky van de Ven,12
77,7,3,1,48,a,0.86,4.41,Jorge Luiz Frello Filho,12
179,121,3,5,54,a,0.86,5.28,Julio Enciso,12
599,592,2,3,44,i,0.85,5.4,Julián Araujo Zúñiga,12
290,245,2,9,44,a,0.85,4.57,Issa Diop,12
572,563,3,20,52,a,0.84,4.43,Rodrigo Martins Gomes,12
81,11,4,7,59,i,0.82,9.9,Eddie Nketiah,12
289,244,2,9,42,a,0.82,4.08,Timothy Castagne,12
249,198,4,11,52,a,0.8,4.96,Odsonne Edouard,12
499,481,3,18,44,a,0.79,3.02,Lucas Bergvall,12
195,137,3,5,44,a,0.7,3.88,Jakub Moder,12
407,376,2,14,43,d,0.69,4.24,Victor Lindelöf,12
78,8,2,1,48,a,0.69,4.44,Jakub Kiwior,12
462,437,2,16,43,a,0.69,5.53,Neco Williams,12
597,590,4,15,50,a,0.68,3.82,William Osula,12
56,513,1,19,43,a,0.67,5.7,Alphonse Areola,12
506,489,3,18,47,a,0.65,3.67,Archie Gray,12
433,404,2,15,43,a,0.65,4.39,Lloyd Kelly,12
100,32,2,2,44,d,0.63,6.72,Matty Cash,12
159,100,2,4,42,a,0.62,3.08,Ben Mee,12
342,302,2,11,42,i,0.62,4.17,Ricardo Barbosa Pereira,12
236,184,3,6,45,a,0.61,2.83,Renato Palma Veiga,12
321,277,3,10,45,a,0.61,3.35,Massimo Luongo,12
561,550,3,20,61,d,0.6,4.61,Hwang Hee-chan,12
264,216,3,7,47,i,0.6,7.21,Adam Wharton,12
193,135,3,5,52,a,0.57,8.42,Yankuba Minteh,12
238,187,2,6,43,a,0.57,3.9,Tosin Adarabioyo,12
314,270,2,10,40,d,0.57,4.28,Jacob Greaves,12
99,31,3,2,52,a,0.55,3.39,Emiliano Buendía Stati,12
514,497,4,18,68,i,0.54,6.29,Richarlison de Andrade,12
554,543,2,20,43,a,0.54,3.93,Matt Doherty,12
341,301,2,11,40,a,0.5,4.36,Caleb Okoli,12
156,97,3,4,45,a,0.5,2.95,Yunus Emre Konak,12
408,377,2,14,49,d,0.49,4.6,Harry Maguire,12
492,473,4,17,45,i,0.43,2.08,Ross Stewart,12
208,153,2,6,43,a,0.43,3.36,Benoît Badiashile,12
97,29,3,2,52,d,0.43,7.74,Ross Barkley,12
21,204,1,20,44,a,0.42,4.62,Sam Johnstone,12
604,597,3,1,45,a,0.41,2.5,Myles Lewis-Skelly,12
141,80,3,3,50,i,0.41,7.12,Luis Sinisterra,12
502,484,2,18,43,a,0.4,3.48,Ben Davies,12
189,131,2,5,44,d,0.4,3.83,Tariq Lamptey,12
274,226,3,8,45,i,0.34,3.05,Tim Iroegbunam,12
616,610,3,18,45,d,0.34,2.75,Mikey Moore,12
332,290,3,11,52,d,0.34,3.73,Bobby De Cordova-Reid,12
453,428,3,16,45,a,0.34,2.18,Eric da Silva Moreira,12
326,284,2,10,40,a,0.33,2.89,Luke Woolfenden,12
521,504,2,18,44,a,0.31,2.79,Djed Spence,12
531,517,2,19,40,a,0.3,2.79,Aaron Cresswell,12
69,660,1,12,40,a,0.3,1.94,Vítezslav Jaros,12
146,86,2,4,44,d,0.27,4.96,Kristoffer Ajer,12
590,583,2,10,40,a,0.27,2.03,Conor Townsend,12
479,457,2,17,39,a,0.23,1.4,James Bree,12
203,147,2,5,43,d,0.2,3.31,Adam Webster,12
494,475,2,17,39,a,0.2,2.65,Charlie Taylor,12
70,668,1,5,39,a,0.16,1.53,Killian Cahill,12
665,664,2,20,39,a,0.15,0.86,Alfie Pond,12
666,665,4,1,45,a,0.1,0.86,Nathan Butler-Oyedeji,12
496,477,2,17,40,a,0.0,0.0,Nathan Wood-Gordon,12
643,640,2,2,40,a,0.0,0.0,Sil Swinkels,12
648,646,3,7,45,a,0.0,0.0,Asher Agbinone,12
647,645,3,7,45,a,0.0,0.0,Justin Devenny,12
646,644,3,7,45,d,0.0,0.0,Franco Umeh-Chibueze,12
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,12
649,647,3,7,45,a,0.0,0.0,Kaden Rodney,12
645,643,2,19,40,a,0.0,0.0,Kaelan Casey,12
644,642,3,20,50,a,0.0,0.0,André Trindade da Costa Neto,12
642,638,3,1,45,a,0.0,0.0,Salah-Eddine Oulad M'hand,12
674,675,2,13,40,a,0.0,0.0,Josh Wilson-Esbrand,12
651,649,2,4,40,a,0.0,0.0,Jayden Meghoma,12
675,676,4,7,45,a,0.0,0.0,Zach Marsh,12
641,637,2,20,40,d,0.0,0.0,Bastien Meupiyou,12
640,636,3,12,68,d,0.0,0.0,Federico Chiesa,12
639,635,3,11,49,a,0.0,0.0,Bilal El Khannouss,12
638,634,3,4,49,d,0.0,0.0,Gustavo Nunes Fernandes Gomes,12
636,632,3,10,49,i,0.0,0.0,Chiedozie Ogbene,12
676,677,2,19,40,a,0.0,0.0,Ollie Scarles,12
474,451,3,17,45,a,0.0,0.0,Samuel Amo-Ameyaw,12
635,631,3,10,55,a,0.0,0.0,Jack Clarke,12
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,12
650,648,4,14,45,a,0.0,0.0,Ethan Wheatley,12
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,12
653,651,3,8,50,a,0.0,0.0,Orel Mangala,12
673,674,3,4,45,a,0.0,0.0,Paris Maghoma,12
485,463,3,17,50,a,0.0,0.0,Adam Lallana,12
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,12
669,670,2,14,40,a,0.0,0.0,Harry Amass,12
670,671,3,13,45,a,0.0,0.0,Jacob Wright,12
486,464,2,17,40,a,0.0,0.0,Juan Larios López,12
482,460,2,17,39,a,0.0,0.0,Ronnie Edwards,12
664,663,2,5,40,a,0.0,0.0,Imari Samuels,12
488,468,4,17,50,u,0.0,0.0,Sékou Mara,12
671,672,2,13,40,d,0.0,0.0,Jahmai Simpson-Pusey,12
663,662,2,1,40,a,0.0,0.0,Josh Nichols,12
672,673,3,14,45,a,0.0,0.0,Jayce Fitzgerald,12
662,661,3,4,45,a,0.0,0.0,Tony Yogane,12
661,659,3,1,45,a,0.0,0.0,Ismeal Kabia,12
490,471,3,17,50,i,0.0,0.0,Will Smallbone,12
659,657,2,1,40,a,0.0,0.0,Maldini Kacurri,12
481,459,3,17,49,u,0.0,0.0,Samuel Edozie,12
658,656,3,2,45,a,0.0,0.0,Kadan Young,12
480,458,3,17,45,u,0.0,0.0,Shea Charles,12
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,12
656,654,3,19,50,a,0.0,0.0,Carlos Soler,12
655,653,2,16,45,a,0.0,0.0,Felipe Rodrigues da Silva,12
478,456,2,17,39,a,0.0,0.0,Armel Bella-Kotchap,12
484,462,3,17,50,a,0.0,0.0,Kamaldeen Sulemana,12
660,658,2,1,40,a,0.0,0.0,Ayden Heaven,12
619,613,3,14,45,a,0.0,0.0,Toby Collyer,12
631,627,2,8,40,a,0.0,0.0,Roman Dixon,12
556,545,4,20,50,u,0.0,0.0,Fábio Silva,12
577,569,3,2,53,a,0.0,0.0,Jaden Philogene,12
571,562,3,20,55,u,0.0,0.0,Daniel Castelo Podence,12
570,561,2,20,40,a,0.0,0.0,Pedro Cardoso de Lima,12
567,558,2,20,39,i,0.0,0.0,Yerson Mosquera,12
565,555,4,20,48,i,0.0,0.0,Saša Kalajdžić,12
563,552,2,20,40,u,0.0,0.0,Ki-Jana Hoever,12
473,450,3,17,49,u,0.0,0.0,Carlos Alcaraz Durán,12
562,551,3,20,45,u,0.0,0.0,Joe Hodge,12
560,549,2,20,45,u,0.0,0.0,Hugo Bueno López,12
558,547,3,20,44,i,0.0,0.0,Enso González,12
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,12
557,546,4,20,45,u,0.0,0.0,Nathan Fraser,12
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,12
580,572,2,14,43,d,0.0,0.0,Leny Yoro,12
551,540,3,20,45,a,0.0,0.0,Luke Cundle,12
550,539,4,20,45,a,0.0,0.0,Leon Chiwome,12
519,502,3,18,54,u,0.0,0.0,Manor Solomon,12
