,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
34,325,1,12,45,a,2.56,17.35,Caoimhin Kelleher,17
461,436,2,16,46,d,2.55,15.41,Murillo Santiago Costa dos Santos,17
336,296,2,11,45,a,2.55,10.56,Victor Kristiansen,17
617,611,3,10,58,a,2.54,13.78,Sam Szmodics,17
318,274,3,10,52,a,2.54,14.05,Omari Giraud-Hutchinson,17
258,210,2,7,48,a,2.53,14.67,Tyrick Mitchell,17
623,618,3,5,55,a,2.52,15.97,Georginio Rutter,17
594,587,3,19,57,a,2.51,14.6,Crysencio Summerville,17
629,625,3,13,65,a,2.5,20.67,Ilkay Gündogan,17
303,259,3,9,52,a,2.5,11.76,Harry Wilson,17
268,220,4,8,55,a,2.5,16.11,Dominic Calvert-Lewin,17
652,650,2,7,45,a,2.49,14.15,Maxence Lacroix,17
169,111,3,4,44,a,2.49,10.02,Yehor Yarmoliuk,17
53,488,1,18,43,a,2.48,12.93,Fraser Forster,17
212,159,2,7,44,a,2.47,13.19,Trevoh Chalobah,17
224,171,2,6,49,a,2.47,11.96,Malo Gusto,17
43,413,1,15,50,i,2.46,19.28,Nick Pope,17
404,372,3,14,62,a,2.46,16.05,Alejandro Garnacho,17
554,543,2,20,43,a,2.45,9.74,Matt Doherty,17
204,148,4,5,58,d,2.45,15.11,Danny Welbeck,17
160,101,3,4,48,a,2.44,11.98,Christian Nørgaard,17
476,453,4,17,51,a,2.44,13.88,Adam Armstrong,17
251,200,2,7,45,a,2.44,15.93,Marc Guéhi,17
104,36,2,2,47,a,2.44,14.26,Lucas Digne,17
394,361,2,13,54,a,2.44,17.31,Rúben Gato Alves Dias,17
175,117,3,11,50,a,2.43,12.84,Facundo Buonanotte,17
201,144,2,5,45,a,2.43,12.61,Jan Paul van Hecke,17
145,85,2,3,44,a,2.43,13.58,Illia Zabarnyi,17
178,120,2,5,44,a,2.43,11.54,Lewis Dunk,17
360,323,3,12,50,a,2.43,12.82,Ryan Gravenberch,17
322,278,3,10,49,a,2.41,12.43,Sam Morsy,17
361,324,3,12,53,a,2.4,14.33,Curtis Jones,17
639,635,3,11,48,a,2.39,11.2,Bilal El Khannouss,17
534,520,2,19,44,a,2.38,13.7,Emerson Palmieri dos Santos,17
374,338,2,4,41,a,2.38,10.7,Sepp van den Berg,17
234,181,3,6,58,a,2.37,14.17,Christopher Nkunku,17
539,527,3,19,57,a,2.36,14.74,Lucas Tolentino Coelho de Lima,17
282,236,2,8,48,a,2.35,14.31,James Tarkowski,17
353,316,4,12,71,a,2.34,16.98,Darwin Núñez Ribeiro,17
284,238,2,8,47,a,2.34,14.48,Ashley Young,17
126,63,3,3,49,a,2.34,12.52,Ryan Christie,17
21,204,1,20,43,a,2.33,8.59,Sam Johnstone,17
443,417,3,15,55,a,2.3,10.37,Sandro Tonali,17
327,285,3,11,44,a,2.3,9.73,Boubakary Soumaré,17
634,630,2,10,40,a,2.3,9.41,Dara O'Shea,17
568,559,2,20,45,a,2.28,9.53,Nélson Cabral Semedo,17
522,505,2,18,49,d,2.27,16.18,Destiny Udogie,17
111,44,2,2,44,a,2.27,13.43,Ezri Konsa Ngoyo,17
95,27,4,17,50,a,2.26,12.72,Cameron Archer,17
603,596,3,16,59,a,2.25,11.7,João Pedro Ferreira Silva,17
601,594,2,14,47,d,2.24,13.46,Noussair Mazraoui,17
127,64,3,3,50,a,2.21,13.4,Lewis Cook,17
189,131,2,5,44,a,2.2,10.49,Tariq Lamptey,17
253,203,3,7,49,a,2.19,12.73,Will Hughes,17
243,192,3,11,52,a,2.19,11.49,Jordan Ayew,17
614,608,3,17,45,a,2.18,11.96,Tyler Dibling,17
78,8,2,1,48,a,2.18,11.22,Jakub Kiwior,17
411,380,2,14,44,a,2.18,12.98,Lisandro Martínez,17
128,65,4,3,54,a,2.17,10.2,Enes Ünal,17
351,314,3,4,46,a,2.16,10.21,Fábio Freitas Gouveia Carvalho,17
516,499,3,18,48,a,2.15,10.52,Pape Matar Sarr,17
559,548,3,20,53,a,2.15,9.84,Gonçalo Manuel Ganchinho Guedes,17
309,265,3,10,51,a,2.15,10.59,Conor Chaplin,17
381,346,3,13,62,a,2.14,16.87,Jérémy Doku,17
267,219,2,8,48,a,2.11,11.41,Jarrad Branthwaite,17
390,356,3,13,49,a,2.11,13.98,Matheus Luiz Nunes,17
457,432,3,16,51,a,2.11,12.64,Anthony Elanga,17
396,363,2,13,52,a,2.09,15.0,Kyle Walker,17
265,217,3,8,51,a,2.09,11.48,Abdoulaye Doucouré,17
432,403,3,15,60,s,2.07,15.31,Joelinton Cássio Apolinário de Lira,17
338,298,3,11,52,a,2.05,11.7,Stephy Mavididi,17
173,115,3,5,50,a,2.05,11.31,Carlos Baleba,17
270,222,3,8,49,a,2.04,12.06,Idrissa Gueye,17
340,300,3,11,50,i,2.04,11.32,Wilfred Ndidi,17
330,288,2,11,40,a,2.03,7.96,Conor Coady,17
144,83,3,3,55,i,2.02,17.49,Marcus Tavernier,17
576,567,2,20,43,a,2.01,9.79,Toti António Gomes,17
526,511,3,19,50,a,2.0,10.6,Edson Álvarez Velázquez,17
579,571,3,13,64,a,1.98,18.22,Sávio 'Savinho' Moreira de Oliveira,17
495,476,2,17,44,a,1.98,12.26,Kyle Walker-Peters,17
359,322,2,12,49,a,1.97,9.94,Joe Gomez,17
626,621,3,6,60,a,1.97,10.56,João Félix Sequeira,17
483,461,2,17,41,a,1.97,11.21,Taylor Harwood-Bellis,17
439,410,3,15,47,a,1.97,10.34,Sean Longstaff,17
540,528,2,19,44,a,1.97,10.72,Konstantinos Mavropanos,17
50,466,1,17,40,a,1.96,10.41,Joe Lumley,17
654,652,3,14,49,a,1.96,9.83,Manuel Ugarte,17
116,52,2,2,44,a,1.95,11.75,Pau Torres,17
472,449,3,16,49,d,1.94,13.04,Ryan Yates,17
142,81,2,3,45,a,1.94,10.39,Adam Smith,17
525,509,3,18,62,a,1.93,11.93,Timo Werner,17
181,123,4,5,55,a,1.93,8.87,Evan Ferguson,17
193,135,3,5,51,a,1.93,10.81,Yankuba Minteh,17
444,418,2,15,56,a,1.92,8.32,Kieran Trippier,17
37,358,1,13,52,a,1.91,14.62,Stefan Ortega Moreno,17
573,564,2,20,43,a,1.9,8.94,Santiago Bueno,17
409,378,3,14,52,a,1.89,11.08,Kobbie Mainoo,17
205,149,3,5,47,a,1.89,8.27,Mats Wieffer,17
319,275,2,10,39,a,1.88,6.58,Ben Johnson,17
535,523,4,19,50,a,1.88,10.89,Danny Ings,17
278,231,2,8,43,a,1.87,13.85,Vitalii Mykolenko,17
389,355,2,13,46,a,1.87,17.82,Rico Lewis,17
333,291,2,11,41,a,1.84,6.49,Wout Faes,17
339,299,3,11,47,a,1.83,7.68,Kasey McAteer,17
408,377,2,14,49,a,1.82,8.04,Harry Maguire,17
504,486,2,18,43,a,1.81,10.2,Radu Drăgușin,17
307,263,2,10,40,a,1.8,8.6,Cameron Burgess,17
475,452,3,17,49,a,1.8,11.2,Joe Aribo,17
462,437,2,16,43,a,1.79,10.09,Neco Williams,17
77,7,3,1,47,a,1.75,8.69,Jorge Luiz Frello Filho,17
637,633,3,1,60,a,1.74,9.96,Mikel Merino,17
419,389,4,14,66,a,1.73,14.88,Joshua Zirkzee,17
97,29,3,2,52,a,1.72,13.11,Ross Barkley,17
332,290,3,11,52,a,1.72,8.4,Bobby De Cordova-Reid,17
103,35,2,2,45,a,1.7,9.65,Diego Carlos Santos Silva,17
500,482,3,18,49,a,1.7,11.31,Yves Bissouma,17
346,307,2,11,40,a,1.7,6.93,Jannik Vestergaard,17
547,535,3,20,50,a,1.61,9.63,Jean-Ricner Bellegarde,17
388,354,3,13,54,a,1.59,13.72,Mateo Kovačić,17
633,629,3,5,55,d,1.57,9.9,Matt O'Riley,17
382,348,3,13,91,a,1.54,16.89,Phil Foden,17
331,289,4,11,48,a,1.54,6.32,Patson Daka,17
208,153,2,6,43,d,1.53,8.62,Benoît Badiashile,17
487,467,2,17,43,a,1.51,10.6,Ryan Manning,17
73,2,4,1,67,a,1.5,10.31,Gabriel Fernando de Jesus,17
383,349,3,13,64,a,1.49,11.56,Jack Grealish,17
647,645,3,7,45,a,1.46,7.92,Justin Devenny,17
421,391,3,15,55,a,1.44,7.14,Miguel Almirón Rejala,17
36,347,1,13,54,a,1.43,12.61,Ederson Santana de Moraes,17
100,32,2,2,44,a,1.43,8.39,Matty Cash,17
112,45,2,2,46,a,1.42,8.63,Ian Maatsen,17
171,113,3,5,52,a,1.41,7.4,Simon Adingra,17
242,191,2,9,42,i,1.4,6.42,Joachim Andersen,17
81,11,4,7,59,a,1.39,9.22,Eddie Nketiah,17
369,333,2,12,39,a,1.38,7.83,Jarell Quansah,17
227,174,3,6,45,a,1.37,7.9,Roméo Lavia,17
220,167,2,6,42,a,1.36,6.36,Axel Disasi,17
506,489,3,18,46,a,1.35,5.95,Archie Gray,17
96,28,3,2,62,d,1.32,12.51,Leon Bailey,17
272,224,3,8,52,a,1.3,8.79,Jack Harrison,17
280,233,3,2,49,a,1.29,8.23,Amadou Onana,17
585,577,3,8,51,a,1.27,9.58,Jesper Lindstrøm,17
153,94,3,4,49,a,1.27,11.07,Vitaly Janelt,17
94,26,2,16,44,a,1.25,9.13,Álex Moreno Lopera,17
596,589,4,19,67,a,1.25,6.75,Niclas Füllkrug,17
624,619,3,10,45,a,1.24,5.24,Jens Cajuste,17
413,382,3,14,63,d,1.23,7.32,Mason Mount,17
238,187,2,6,42,a,1.22,5.35,Tosin Adarabioyo,17
580,572,2,14,43,a,1.21,6.44,Leny Yoro,17
523,506,2,18,45,i,1.2,10.01,Micky van de Ven,17
446,420,3,15,48,a,1.2,7.09,Joe Willock,17
496,477,2,17,40,a,1.2,7.7,Nathan Wood-Gordon,17
553,542,2,20,44,a,1.19,5.72,Craig Dawson,17
561,550,3,20,61,a,1.19,5.82,Hwang Hee-chan,17
80,10,3,9,50,i,1.17,11.37,Reiss Nelson,17
186,128,2,5,44,a,1.16,7.75,Igor Julio dos Santos de Paulo,17
400,368,3,14,48,a,1.12,8.28,Carlos Henrique Casimiro,17
572,563,3,20,52,a,1.12,6.4,Rodrigo Martins Gomes,17
289,244,2,9,42,a,1.11,5.67,Timothy Castagne,17
82,12,3,1,45,a,1.1,6.09,Ethan Nwaneri,17
450,424,4,16,55,a,1.1,6.62,Taiwo Awoniyi,17
266,218,4,8,50,a,1.09,7.47,Norberto Bercique Gomes Betuncal,17
543,531,3,16,62,a,1.09,7.07,James Ward-Prowse,17
347,309,3,11,45,d,1.04,5.17,Harry Winks,17
310,266,2,10,40,a,1.03,5.73,Harry Clarke,17
499,481,3,18,44,a,1.02,5.74,Lucas Bergvall,17
60,554,1,20,43,i,0.96,7.9,José Malheiro de Sá,17
595,588,3,19,48,a,0.93,6.28,Guido Rodríguez,17
398,365,3,14,57,a,0.91,4.87,Antony Matheus dos Santos,17
447,421,4,15,69,i,0.91,6.95,Callum Wilson,17
515,498,2,18,50,i,0.9,12.16,Cristian Romero,17
395,362,2,13,53,a,0.89,7.66,John Stones,17
493,474,2,17,44,a,0.88,6.72,Sugawara Yukinari,17
314,270,2,10,40,a,0.87,4.28,Jacob Greaves,17
362,326,2,12,51,i,0.86,10.32,Ibrahima Konaté,17
479,457,2,17,39,a,0.85,4.4,James Bree,17
591,584,3,17,49,a,0.83,7.11,Ben Brereton Díaz,17
530,516,2,19,42,a,0.83,4.67,Vladimír Coufal,17
598,591,2,19,43,a,0.81,5.82,Jean-Clair Todibo,17
474,451,3,17,44,a,0.8,4.43,Samuel Amo-Ameyaw,17
164,105,2,4,43,a,0.79,4.81,Mads Roerslev Rasmussen,17
402,370,3,14,53,a,0.78,5.26,Christian Eriksen,17
63,581,1,6,42,a,0.77,4.6,Filip Jørgensen,17
92,24,2,1,61,i,0.77,9.09,Benjamin White,17
236,184,3,6,45,a,0.75,4.23,Renato Palma Veiga,17
521,504,2,18,44,a,0.75,2.76,Djed Spence,17
304,260,4,10,48,a,0.74,4.59,Ali Al-Hamadi,17
586,578,2,1,58,d,0.73,8.7,Riccardo Calafiori,17
219,166,3,6,55,a,0.72,4.96,Kiernan Dewsbury-Hall,17
237,186,3,1,67,a,0.71,6.8,Raheem Sterling,17
249,198,4,11,51,a,0.68,3.21,Odsonne Edouard,17
527,512,4,19,54,i,0.67,10.51,Michail Antonio,17
244,193,3,7,49,a,0.66,4.96,Cheick Doucouré,17
254,205,3,7,51,a,0.63,7.17,Daichi Kamada,17
344,305,2,11,39,a,0.62,1.92,Luke Thomas,17
114,49,2,2,44,a,0.62,4.84,Tyrone Mings,17
341,301,2,11,40,a,0.61,2.91,Caleb Okoli,17
117,53,3,2,54,i,0.61,5.81,Jacob Ramsey,17
159,100,2,4,42,a,0.6,3.36,Ben Mee,17
356,319,3,12,52,a,0.6,3.69,Harvey Elliott,17
275,228,2,8,41,a,0.59,5.36,Michael Keane,17
578,570,3,11,52,i,0.59,6.8,Abdul Fatawu,17
477,455,2,17,40,a,0.59,3.65,Jan Bednarek,17
453,428,3,16,44,a,0.59,2.91,Eric da Silva Moreira,17
262,214,3,7,47,a,0.59,4.48,Jeffrey Schlupp,17
54,508,1,18,49,i,0.58,9.43,Guglielmo Vicario,17
597,590,4,15,49,a,0.58,2.54,William Osula,17
531,517,2,19,39,a,0.57,3.82,Aaron Cresswell,17
392,359,3,10,48,a,0.57,4.14,Kalvin Phillips,17
377,341,2,13,53,i,0.56,10.03,Nathan Aké,17
610,604,3,9,45,a,0.56,2.73,Josh King,17
321,277,3,10,44,a,0.54,2.25,Massimo Luongo,17
489,470,4,17,49,a,0.53,2.93,Paul Onuachu,17
357,320,3,12,47,a,0.53,3.55,Endo Wataru,17
99,31,3,2,52,a,0.53,4.13,Emiliano Buendía Stati,17
245,194,2,7,44,a,0.53,4.11,Chris Richards,17
615,609,4,18,45,a,0.51,2.35,Will Lankshear,17
93,25,2,1,48,d,0.49,7.79,Oleksandr Zinchenko,17
131,68,2,3,39,a,0.48,2.96,James Hill,17
373,337,2,12,46,d,0.47,5.36,Konstantinos Tsimikas,17
433,404,2,15,43,a,0.47,3.96,Lloyd Kelly,17
665,664,2,20,39,a,0.47,1.07,Alfie Pond,17
491,472,2,17,40,s,0.46,6.03,Jack Stephens,17
209,156,4,8,54,n,0.45,4.05,Armando Broja,17
589,582,2,8,46,a,0.45,3.39,Jake O'Brien,17
10,84,1,3,44,a,0.44,3.16,Mark Travers,17
376,340,2,13,53,d,0.43,11.74,Manuel Akanji,17
632,628,2,5,45,d,0.43,5.33,Ferdi Kadioglu,17
154,95,3,4,53,i,0.43,5.72,Mathias Jensen,17
494,475,2,17,39,a,0.42,3.01,Charlie Taylor,17
587,579,2,9,42,a,0.42,2.89,Ryan Sessegnon,17
247,196,2,7,43,a,0.41,3.75,Nathaniel Clyne,17
6,51,1,2,45,a,0.4,3.24,Robin Olsen,17
574,565,3,20,51,i,0.39,4.8,Pablo Sarabia,17
195,137,3,5,44,a,0.38,2.41,Jakub Moder,17
609,603,3,8,45,a,0.38,2.45,Harrison Armstrong,17
498,480,3,18,49,s,0.38,5.45,Rodrigo Bentancur,17
407,376,2,14,43,a,0.37,3.02,Victor Lindelöf,17
350,313,2,12,47,i,0.35,5.97,Conor Bradley,17
232,179,3,6,62,d,0.35,4.55,Mykhailo Mudryk,17
502,484,2,18,43,i,0.34,5.3,Ben Davies,17
184,126,3,5,49,d,0.34,6.31,Jack Hinshelwood,17
1,14,1,17,44,i,0.33,4.86,Aaron Ramsdale,17
240,189,2,6,44,i,0.33,6.01,Wesley Fofana,17
514,497,4,18,68,i,0.32,5.22,Richarlison de Andrade,17
156,97,3,4,45,a,0.31,1.84,Yunus Emre Konak,17
239,188,3,17,45,a,0.31,2.54,Lesley Ugochukwu,17
51,469,1,17,43,a,0.31,3.25,Alex McCarthy,17
417,387,2,14,49,i,0.31,4.27,Luke Shaw,17
122,59,2,3,43,a,0.31,2.71,Max Aarons,17
140,79,2,3,47,i,0.31,6.31,Marcos Senesi,17
325,282,2,10,40,i,0.29,3.2,Axel Tuanzebe,17
482,460,2,17,39,a,0.27,1.56,Ronnie Edwards,17
403,371,2,14,44,d,0.26,3.68,Jonny Evans,17
202,145,2,5,45,d,0.23,7.04,Joël Veltman,17
225,172,2,6,48,i,0.23,4.51,Reece James,17
605,598,2,2,40,a,0.2,1.94,Lamare Bogarde,17
342,302,2,11,41,i,0.19,1.89,Ricardo Barbosa Pereira,17
599,592,2,3,43,i,0.18,3.08,Julián Araujo Zúñiga,17
675,676,4,7,45,a,0.08,0.85,Zach Marsh,17
672,673,3,14,45,a,0.0,0.0,Jayce Fitzgerald,17
696,697,2,6,40,a,0.0,0.0,Josh Acheampong,17
505,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,17
697,698,4,13,45,a,0.0,0.0,Divin Mubama,17
670,671,3,13,45,a,0.0,0.0,Jacob Wright,17
503,485,3,18,45,u,0.0,0.0,Alfie Devine,17
671,672,2,13,40,a,0.0,0.0,Jahmai Simpson-Pusey,17
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,17
698,699,2,18,40,a,0.0,0.0,Alfie Dorrington,17
669,670,2,14,40,a,0.0,0.0,Harry Amass,17
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,17
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,17
529,515,3,17,47,a,0.0,0.0,Maxwel Cornet,17
666,665,4,1,45,a,0.0,0.0,Nathan Butler-Oyedeji,17
699,700,2,18,40,a,0.0,0.0,Maeson King,17
524,507,4,18,50,u,0.0,0.0,Alejo Véliz,17
685,686,2,19,40,a,0.0,0.0,Ezra Mayers,17
673,674,3,4,45,a,0.0,0.0,Paris Maghoma,17
690,691,2,14,40,a,0.0,0.0,Godwill Kukonki,17
687,688,3,12,45,a,0.0,0.0,Treymaurice Nyoni,17
684,685,2,5,40,a,0.0,0.0,Jacob Slater,17
683,684,2,18,40,a,0.0,0.0,Malachi Hardy,17
513,496,2,18,42,a,0.0,0.0,Sergio Reguilón,17
682,683,3,18,45,a,0.0,0.0,Callum Olusesi,17
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,17
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,17
688,689,3,18,45,a,0.0,0.0,Luca Williams-Barnett,17
689,690,2,9,40,a,0.0,0.0,Samuel Amissah,17
519,502,3,18,54,u,0.0,0.0,Manor Solomon,17
510,493,3,18,49,u,0.0,0.0,Giovani Lo Celso,17
681,682,3,20,45,a,0.0,0.0,Tom Edozie,17
674,675,2,13,40,a,0.0,0.0,Josh Wilson-Esbrand,17
691,692,2,12,40,a,0.0,0.0,Amara Nallo,17
692,693,3,17,45,a,0.0,0.0,Joseph O'Brien-Whitmarsh,17
680,681,2,5,40,a,0.0,0.0,Ruairi McConville,17
679,680,2,3,40,a,0.0,0.0,Max Kinsey,17
693,694,3,11,45,a,0.0,0.0,Henry Cartwright,17
507,490,3,18,50,u,0.0,0.0,Pierre-Emile Højbjerg,17
694,695,3,6,45,a,0.0,0.0,Samuel Rak-Sakyi,17
678,679,3,2,45,a,0.0,0.0,Ben Broggio,17
677,678,3,8,45,a,0.0,0.0,Callum Bates,17
686,687,3,3,45,a,0.0,0.0,Ben Winterburn,17
695,696,3,6,45,a,0.0,0.0,Tyrique George,17
676,677,2,19,40,a,0.0,0.0,Ollie Scarles,17
577,569,3,2,53,a,0.0,0.0,Jaden Philogene,17
664,663,2,5,40,a,0.0,0.0,Imari Samuels,17
612,606,3,11,45,a,0.0,0.0,Will Alves,17
604,597,3,1,45,a,0.0,0.0,Myles Lewis-Skelly,17
606,600,3,5,50,a,0.0,0.0,Yasin Ayari,17
607,601,3,5,50,u,0.0,0.0,Andrew Moran,17
608,602,3,4,44,a,0.0,0.0,Ryan Trevitt,17
551,540,3,20,45,a,0.0,0.0,Luke Cundle,17
611,605,3,9,45,a,0.0,0.0,Martial Godo,17
