,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
187,129,4,5,56,a,3.35,14.31,João Pedro Junqueira de Jesus,13
20,201,1,7,44,a,3.33,18.15,Dean Henderson,13
202,145,2,5,46,a,3.28,14.69,Joël Veltman,13
292,247,3,9,56,a,3.28,20.04,Alex Iwobi,13
36,347,1,13,55,a,3.26,21.84,Ederson Santana de Moraes,13
415,385,3,14,69,a,3.24,16.94,Marcus Rashford,13
19,185,1,6,47,a,3.22,20.73,Robert Sánchez,13
472,449,3,16,49,a,3.22,14.89,Ryan Yates,13
397,364,3,14,49,a,3.22,13.78,Amad Diallo,13
201,144,2,5,45,a,3.19,13.62,Jan Paul van Hecke,13
133,70,2,3,44,a,3.17,15.68,Milos Kerkez,13
600,593,2,14,50,a,3.16,14.89,Matthijs de Ligt,13
592,585,3,7,57,a,3.15,13.69,Ismaïla Sarr,13
120,57,3,2,55,a,3.14,18.97,Youri Tielemans,13
157,98,3,4,50,a,3.13,14.64,Keane Lewis-Potter,13
118,54,3,2,54,a,3.11,18.85,Morgan Rogers,13
84,16,3,1,62,a,3.08,19.31,Declan Rice,13
424,394,3,15,62,d,3.07,17.2,Bruno Guimarães Rodriguez Moura,13
76,6,2,1,55,a,3.07,16.74,Jurriën Timber,13
601,594,2,14,46,a,3.06,14.28,Noussair Mazraoui,13
251,200,2,7,45,a,3.05,16.43,Marc Guéhi,13
87,19,3,9,58,a,3.04,19.93,Emile Smith Rowe,13
441,415,2,15,54,a,3.04,15.46,Fabian Schär,13
88,20,3,1,50,a,3.03,14.91,Thomas Partey,13
522,505,2,18,49,a,3.03,15.57,Destiny Udogie,13
428,399,2,15,44,a,3.03,16.15,Lewis Hall,13
312,268,4,10,56,a,3.01,17.77,Liam Delap,13
94,26,2,16,44,a,3.0,13.12,Álex Moreno Lopera,13
5,47,1,2,50,a,2.99,19.15,Emiliano Martínez Romero,13
144,83,3,3,55,a,2.98,15.55,Marcus Tavernier,13
210,157,3,6,49,a,2.96,15.66,Moisés Caicedo Corozo,13
284,238,2,8,45,a,2.94,14.23,Ashley Young,13
400,368,3,14,48,a,2.93,16.48,Carlos Henrique Casimiro,13
378,342,3,13,64,a,2.92,21.15,Bernardo Veiga de Carvalho e Silva,13
539,527,3,19,58,a,2.91,18.69,Lucas Tolentino Coelho de Lima,13
617,611,3,10,58,a,2.91,15.03,Sam Szmodics,13
363,327,3,12,76,a,2.88,19.88,Luis Díaz,13
282,236,2,8,48,a,2.87,14.14,James Tarkowski,13
401,369,2,14,52,a,2.86,13.47,Diogo Dalot Teixeira,13
256,207,4,7,72,a,2.83,17.87,Jean-Philippe Mateta,13
62,568,1,10,44,a,2.82,17.35,Arijanet Muric,13
374,338,2,4,41,a,2.82,12.21,Sepp van den Berg,13
15,152,1,3,45,a,2.8,12.47,Kepa Arrizabalaga,13
259,211,2,7,48,a,2.8,15.16,Daniel Muñoz,13
286,240,3,9,52,a,2.8,16.8,Andreas Hoelgebaum Pereira,13
457,432,3,16,52,d,2.79,15.01,Anthony Elanga,13
29,293,1,11,45,a,2.79,16.0,Mads Hermansen,13
243,192,3,11,52,a,2.76,13.2,Jordan Ayew,13
422,392,3,15,63,a,2.76,15.58,Harvey Barnes,13
542,530,3,19,49,a,2.72,15.75,Tomáš Souček,13
425,395,2,15,44,a,2.69,14.68,Dan Burn,13
536,524,2,19,45,a,2.69,13.95,Max Kilman,13
458,433,3,16,63,d,2.69,14.83,Morgan Gibbs-White,13
145,85,2,3,44,a,2.67,13.41,Illia Zabarnyi,13
57,521,1,19,41,a,2.67,14.42,Łukasz Fabiański,13
215,162,2,6,45,a,2.67,13.73,Levi Colwill,13
375,339,2,12,63,a,2.64,18.93,Virgil van Dijk,13
277,230,3,8,56,a,2.63,15.2,Dwight McNeil,13
311,267,2,10,45,a,2.63,17.71,Leif Davis,13
318,274,3,10,52,a,2.62,13.45,Omari Giraud-Hutchinson,13
26,248,1,9,50,a,2.62,18.85,Bernd Leno,13
629,625,3,13,65,a,2.61,17.91,Ilkay Gündogan,13
575,566,4,20,56,a,2.61,18.29,Jørgen Strand Larsen,13
186,128,2,5,44,a,2.6,11.38,Igor Julio dos Santos de Paulo,13
80,10,3,9,50,a,2.6,13.66,Reiss Nelson,13
91,23,3,1,68,a,2.59,18.35,Leandro Trossard,13
140,79,2,3,48,a,2.58,13.22,Marcos Senesi,13
347,309,3,11,45,d,2.56,14.43,Harry Winks,13
406,375,4,14,69,a,2.56,14.9,Rasmus Højlund,13
579,571,3,13,65,a,2.55,18.88,Sávio 'Savinho' Moreira de Oliveira,13
340,300,3,11,50,a,2.54,13.88,Wilfred Ndidi,13
216,163,2,6,50,a,2.53,12.33,Marc Cucurella Saseta,13
476,453,4,17,51,a,2.52,11.78,Adam Armstrong,13
60,554,1,20,43,a,2.51,14.54,José Malheiro de Sá,13
212,159,2,7,44,a,2.5,12.65,Trevoh Chalobah,13
296,252,4,9,57,a,2.48,17.88,Raúl Jiménez,13
566,557,3,20,50,a,2.48,13.96,Mario Lemina,13
564,553,3,20,49,a,2.46,13.97,João Victor Gomes da Silva,13
534,520,2,19,44,a,2.45,12.9,Emerson Palmieri dos Santos,13
389,355,2,13,48,a,2.44,16.25,Rico Lewis,13
438,409,2,15,45,a,2.44,13.82,Tino Livramento,13
258,210,2,7,49,a,2.43,14.18,Tyrick Mitchell,13
439,410,3,15,47,a,2.43,11.41,Sean Longstaff,13
278,231,2,8,43,a,2.42,12.72,Vitalii Mykolenko,13
411,380,2,14,44,d,2.42,13.95,Lisandro Martínez,13
279,232,4,8,54,a,2.41,13.93,Iliman Ndiaye,13
585,577,3,8,51,a,2.39,11.11,Jesper Lindstrøm,13
224,171,2,6,49,a,2.39,12.86,Malo Gusto,13
388,354,3,13,55,i,2.39,20.7,Mateo Kovačić,13
418,388,2,19,44,a,2.37,12.7,Aaron Wan-Bissaka,13
240,189,2,6,45,a,2.37,11.84,Wesley Fofana,13
34,325,1,12,45,a,2.36,14.15,Caoimhin Kelleher,13
126,63,3,3,49,a,2.36,13.14,Ryan Christie,13
516,499,3,18,48,a,2.35,10.57,Pape Matar Sarr,13
299,255,2,9,47,a,2.32,15.63,Antonee Robinson,13
527,512,4,19,54,a,2.32,15.75,Michail Antonio,13
446,420,3,15,48,d,2.31,10.3,Joe Willock,13
594,587,3,19,57,a,2.3,13.97,Crysencio Summerville,13
268,220,4,8,56,a,2.3,15.3,Dominic Calvert-Lewin,13
95,27,4,17,50,a,2.3,13.9,Cameron Archer,13
333,291,2,11,41,a,2.3,12.26,Wout Faes,13
372,336,3,12,63,a,2.29,15.07,Dominik Szoboszlai,13
270,222,3,8,49,a,2.29,10.81,Idrissa Gueye,13
221,168,3,6,48,a,2.29,12.38,Enzo Fernández,13
515,498,2,18,50,d,2.29,15.39,Cristian Romero,13
345,306,4,11,56,a,2.28,14.43,Jamie Vardy,13
504,486,2,18,43,a,2.27,9.12,Radu Drăgușin,13
348,311,2,12,69,a,2.27,18.57,Trent Alexander-Arnold,13
652,650,2,7,45,a,2.27,12.79,Maxence Lacroix,13
142,81,2,3,45,a,2.24,11.06,Adam Smith,13
568,559,2,20,45,a,2.24,11.99,Nélson Cabral Semedo,13
160,101,3,4,48,a,2.23,13.7,Christian Nørgaard,13
637,633,3,1,60,a,2.23,11.54,Mikel Merino,13
322,278,3,10,49,a,2.22,12.92,Sam Morsy,13
104,36,2,2,47,a,2.22,15.91,Lucas Digne,13
360,323,3,12,50,a,2.21,13.08,Ryan Gravenberch,13
362,326,2,12,54,a,2.17,16.5,Ibrahima Konaté,13
525,509,3,18,62,a,2.14,10.66,Timo Werner,13
380,345,3,13,94,a,2.14,15.34,Kevin De Bruyne,13
598,591,2,19,43,d,2.13,11.55,Jean-Clair Todibo,13
371,335,2,12,59,a,2.12,16.98,Andrew Robertson,13
443,417,3,15,55,a,2.11,10.07,Sandro Tonali,13
267,219,2,8,48,a,2.1,9.1,Jarrad Branthwaite,13
365,329,3,12,62,a,2.08,14.53,Alexis Mac Allister,13
603,596,3,16,59,a,2.06,9.94,João Pedro Ferreira Silva,13
335,295,2,11,46,a,2.06,13.42,James Justin,13
586,578,2,1,58,a,2.05,9.72,Riccardo Calafiori,13
154,95,3,4,53,a,2.01,9.31,Mathias Jensen,13
553,542,2,20,44,a,1.98,11.68,Craig Dawson,13
285,239,3,9,50,a,1.98,14.06,Adama Traoré,13
396,363,2,13,52,a,1.97,13.06,Kyle Walker,13
654,652,3,14,49,a,1.96,9.09,Manuel Ugarte,13
483,461,2,17,41,a,1.96,11.88,Taylor Harwood-Bellis,13
96,28,3,2,63,a,1.93,14.27,Leon Bailey,13
301,257,2,9,45,a,1.92,13.27,Kenny Tete,13
280,233,3,2,49,d,1.91,14.98,Amadou Onana,13
265,217,3,8,51,a,1.91,11.39,Abdoulaye Doucouré,13
390,356,3,13,49,a,1.9,12.87,Matheus Luiz Nunes,13
361,324,3,12,53,a,1.9,13.03,Curtis Jones,13
327,285,3,11,44,a,1.88,8.09,Boubakary Soumaré,13
634,630,2,10,40,a,1.88,10.93,Dara O'Shea,13
578,570,3,11,53,i,1.87,14.27,Abdul Fatawu,13
576,567,2,20,43,a,1.87,9.8,Toti António Gomes,13
358,321,4,12,71,a,1.87,14.82,Cody Gakpo,13
475,452,3,17,49,a,1.87,11.68,Joe Aribo,13
116,52,2,2,44,a,1.87,12.89,Pau Torres,13
92,24,2,1,62,i,1.86,16.59,Benjamin White,13
171,113,3,5,53,a,1.86,9.3,Simon Adingra,13
184,126,3,5,50,d,1.86,10.94,Jack Hinshelwood,13
173,115,3,5,50,s,1.85,12.36,Carlos Baleba,13
449,423,3,16,50,d,1.83,13.42,Elliot Anderson,13
353,316,4,12,71,a,1.83,14.52,Darwin Núñez Ribeiro,13
106,38,4,2,59,a,1.81,13.66,Jhon Durán,13
113,48,3,2,52,a,1.81,10.56,John McGinn,13
419,389,4,14,66,a,1.81,12.13,Joshua Zirkzee,13
303,259,3,9,52,a,1.79,9.9,Harry Wilson,13
287,241,2,9,45,a,1.78,12.78,Calvin Bassey,13
614,608,3,17,45,a,1.75,10.85,Tyler Dibling,13
227,174,3,6,45,a,1.74,9.76,Roméo Lavia,13
647,645,3,7,45,a,1.74,6.23,Justin Devenny,13
402,370,3,14,54,a,1.71,9.59,Christian Eriksen,13
495,476,2,17,44,a,1.7,11.9,Kyle Walker-Peters,13
535,523,4,19,50,a,1.7,10.17,Danny Ings,13
633,629,3,5,55,a,1.7,7.31,Matt O'Riley,13
595,588,3,19,49,a,1.67,10.37,Guido Rodríguez,13
1,14,1,17,44,i,1.66,15.4,Aaron Ramsdale,13
547,535,3,20,50,a,1.66,10.08,Jean-Ricner Bellegarde,13
559,548,3,20,53,a,1.65,7.7,Gonçalo Manuel Ganchinho Guedes,13
242,191,2,9,43,d,1.63,12.51,Joachim Andersen,13
624,619,3,10,45,a,1.62,7.93,Jens Cajuste,13
336,296,2,11,45,a,1.61,10.29,Victor Kristiansen,13
307,263,2,10,39,a,1.57,10.28,Cameron Burgess,13
111,44,2,2,44,a,1.55,13.04,Ezri Konsa Ngoyo,13
498,480,3,18,50,s,1.55,10.87,Rodrigo Bentancur,13
376,340,2,13,54,a,1.53,12.92,Manuel Akanji,13
169,111,3,4,44,a,1.52,5.66,Yehor Yarmoliuk,13
325,282,2,10,40,a,1.51,7.55,Axel Tuanzebe,13
444,418,2,15,56,a,1.51,7.67,Kieran Trippier,13
338,298,3,11,53,a,1.51,12.38,Stephy Mavididi,13
543,531,3,16,62,a,1.5,7.92,James Ward-Prowse,13
500,482,3,18,49,a,1.5,9.91,Yves Bissouma,13
275,228,2,8,43,a,1.49,9.83,Michael Keane,13
632,628,2,5,45,d,1.49,11.41,Ferdi Kadioglu,13
232,179,3,6,62,a,1.47,8.97,Mykhailo Mudryk,13
103,35,2,2,45,a,1.46,9.5,Diego Carlos Santos Silva,13
73,2,4,1,68,a,1.46,10.69,Gabriel Fernando de Jesus,13
165,106,3,4,51,a,1.46,8.45,Kevin Schade,13
574,565,3,20,51,d,1.44,9.28,Pablo Sarabia,13
128,65,4,3,54,a,1.42,8.58,Enes Ünal,13
254,205,3,7,51,s,1.41,11.98,Daichi Kamada,13
351,314,3,4,48,a,1.39,10.36,Fábio Freitas Gouveia Carvalho,13
234,181,3,6,59,a,1.36,9.66,Christopher Nkunku,13
493,474,2,17,45,a,1.35,9.98,Sugawara Yukinari,13
403,371,2,14,44,a,1.34,7.0,Jonny Evans,13
409,378,3,14,52,a,1.33,6.5,Kobbie Mainoo,13
588,580,2,3,43,a,1.32,7.41,Dean Huijsen,13
117,53,3,2,54,d,1.32,12.48,Jacob Ramsey,13
477,455,2,17,40,i,1.3,9.16,Jan Bednarek,13
395,362,2,13,53,a,1.28,9.2,John Stones,13
319,275,2,10,40,d,1.28,9.18,Ben Johnson,13
346,307,2,11,40,a,1.27,8.5,Jannik Vestergaard,13
350,313,2,12,47,a,1.26,7.89,Conor Bradley,13
244,193,3,7,49,a,1.26,6.69,Cheick Doucouré,13
295,251,4,9,56,a,1.25,11.26,Rodrigo Muniz Carvalho,13
266,218,4,8,50,a,1.25,7.69,Norberto Bercique Gomes Betuncal,13
250,199,3,7,66,d,1.24,15.39,Eberechi Eze,13
540,528,2,19,44,a,1.22,6.86,Konstantinos Mavropanos,13
97,29,3,2,52,a,1.2,7.75,Ross Barkley,13
33,310,1,12,54,d,1.18,10.02,Alisson Ramses Becker,13
262,214,3,7,47,a,1.17,6.74,Jeffrey Schlupp,13
421,391,3,15,55,a,1.17,5.59,Miguel Almirón Rejala,13
178,120,2,5,44,d,1.15,7.79,Lewis Dunk,13
10,84,1,3,44,a,1.14,7.55,Mark Travers,13
561,550,3,20,61,a,1.13,4.71,Hwang Hee-chan,13
205,149,3,5,48,a,1.13,6.04,Mats Wieffer,13
573,564,2,20,43,d,1.13,10.27,Santiago Bueno,13
489,470,4,17,49,d,1.11,6.07,Paul Onuachu,13
626,621,3,6,61,a,1.1,6.07,João Félix Sequeira,13
309,265,3,10,51,a,1.1,7.28,Conor Chaplin,13
164,105,2,4,44,a,1.1,7.59,Mads Roerslev Rasmussen,13
450,424,4,16,56,a,1.09,6.27,Taiwo Awoniyi,13
193,135,3,5,52,a,1.09,8.34,Yankuba Minteh,13
416,386,3,6,62,a,1.09,9.18,Jadon Sancho,13
383,349,3,13,64,a,1.08,9.59,Jack Grealish,13
487,467,2,17,43,a,1.08,8.17,Ryan Manning,13
377,341,2,13,53,a,1.06,6.54,Nathan Aké,13
82,12,3,1,45,a,1.04,4.6,Ethan Nwaneri,13
272,224,3,8,53,a,1.04,9.16,Jack Harrison,13
491,472,2,17,40,a,1.03,7.9,Jack Stephens,13
247,196,2,7,44,a,1.03,6.48,Nathaniel Clyne,13
462,437,2,16,43,a,1.01,5.48,Neco Williams,13
181,123,4,5,55,a,1.01,5.92,Evan Ferguson,13
413,382,3,14,63,a,1.0,4.38,Mason Mount,13
530,516,2,19,43,a,0.99,6.79,Vladimír Coufal,13
179,121,3,5,54,a,0.98,5.26,Julio Enciso,13
112,45,2,2,46,a,0.97,8.16,Ian Maatsen,13
239,188,3,17,45,a,0.97,5.7,Lesley Ugochukwu,13
537,525,3,19,62,s,0.94,14.72,Mohammed Kudus,13
591,584,3,17,50,a,0.92,7.12,Ben Brereton Díaz,13
526,511,3,19,50,a,0.91,6.47,Edson Álvarez Velázquez,13
381,346,3,13,63,d,0.91,13.97,Jérémy Doku,13
93,25,2,1,48,a,0.88,6.52,Oleksandr Zinchenko,13
195,137,3,5,44,a,0.88,3.88,Jakub Moder,13
373,337,2,12,46,d,0.87,7.07,Konstantinos Tsimikas,13
572,563,3,20,52,a,0.86,4.4,Rodrigo Martins Gomes,13
431,402,3,15,50,a,0.85,7.91,Jacob Murphy,13
523,506,2,18,46,i,0.85,9.32,Micky van de Ven,13
100,32,2,2,44,a,0.82,6.74,Matty Cash,13
359,322,2,12,48,a,0.78,5.61,Joe Gomez,13
499,481,3,18,44,a,0.77,3.07,Lucas Bergvall,13
394,361,2,13,54,a,0.76,11.3,Rúben Gato Alves Dias,13
357,320,3,12,47,a,0.76,5.19,Endo Wataru,13
237,186,3,1,67,a,0.75,6.62,Raheem Sterling,13
159,100,2,4,42,a,0.74,3.02,Ben Mee,13
398,365,3,14,57,a,0.74,3.87,Antony Matheus dos Santos,13
81,11,4,7,59,i,0.73,9.94,Eddie Nketiah,13
77,7,3,1,47,a,0.67,4.35,Jorge Luiz Frello Filho,13
354,317,3,12,72,d,0.66,13.13,Diogo Teixeira da Silva,13
502,484,2,18,43,a,0.65,3.43,Ben Davies,13
392,359,3,10,49,d,0.63,7.36,Kalvin Phillips,13
249,198,4,11,52,a,0.62,4.99,Odsonne Edouard,13
514,497,4,18,68,i,0.62,6.43,Richarlison de Andrade,13
264,216,3,7,47,i,0.59,7.15,Adam Wharton,13
341,301,2,11,40,a,0.55,4.43,Caleb Okoli,13
433,404,2,15,43,a,0.55,4.21,Lloyd Kelly,13
506,489,3,18,47,a,0.55,3.68,Archie Gray,13
56,513,1,19,43,a,0.53,6.21,Alphonse Areola,13
78,8,2,1,48,a,0.53,4.39,Jakub Kiwior,13
156,97,3,4,45,a,0.51,2.78,Yunus Emre Konak,13
290,245,2,9,44,a,0.51,4.47,Issa Diop,13
289,244,2,9,42,a,0.51,3.97,Timothy Castagne,13
597,590,4,15,50,a,0.5,3.78,William Osula,13
314,270,2,10,40,d,0.49,4.15,Jacob Greaves,13
321,277,3,10,45,a,0.48,3.23,Massimo Luongo,13
599,592,2,3,44,i,0.47,5.41,Julián Araujo Zúñiga,13
141,80,3,3,49,i,0.47,7.12,Luis Sinisterra,13
453,428,3,16,45,a,0.47,2.06,Eric da Silva Moreira,13
225,172,2,6,49,i,0.46,7.79,Reece James,13
554,543,2,20,43,a,0.46,3.87,Matt Doherty,13
332,290,3,11,52,a,0.46,3.81,Bobby De Cordova-Reid,13
342,302,2,11,42,i,0.45,4.25,Ricardo Barbosa Pereira,13
208,153,2,6,43,a,0.45,3.24,Benoît Badiashile,13
238,187,2,6,42,a,0.43,3.81,Tosin Adarabioyo,13
236,184,3,6,45,a,0.4,2.85,Renato Palma Veiga,13
21,204,1,20,44,a,0.39,4.6,Sam Johnstone,13
99,31,3,2,52,a,0.37,3.41,Emiliano Buendía Stati,13
521,504,2,18,44,a,0.36,2.82,Djed Spence,13
604,597,3,1,45,a,0.36,2.38,Myles Lewis-Skelly,13
492,473,4,17,45,i,0.35,2.22,Ross Stewart,13
407,376,2,14,43,d,0.35,4.0,Victor Lindelöf,13
408,377,2,14,49,d,0.31,4.39,Harry Maguire,13
70,668,1,5,39,a,0.29,1.52,Killian Cahill,13
531,517,2,19,40,a,0.29,3.22,Aaron Cresswell,13
494,475,2,17,39,a,0.29,2.97,Charlie Taylor,13
479,457,2,17,39,a,0.25,1.62,James Bree,13
616,610,3,18,45,d,0.25,2.78,Mikey Moore,13
146,86,2,4,44,i,0.25,5.01,Kristoffer Ajer,13
189,131,2,5,44,d,0.23,3.8,Tariq Lamptey,13
590,583,2,10,40,a,0.18,1.96,Conor Townsend,13
203,147,2,5,43,d,0.18,3.24,Adam Webster,13
665,664,2,20,39,a,0.17,0.83,Alfie Pond,13
326,284,2,10,40,a,0.15,2.82,Luke Woolfenden,13
274,226,3,8,45,i,0.14,2.86,Tim Iroegbunam,13
69,660,1,12,40,a,0.12,1.85,Vítezslav Jaros,13
666,665,4,1,45,a,0.06,0.78,Nathan Butler-Oyedeji,13
678,679,3,2,45,a,0.0,0.0,Ben Broggio,13
649,647,3,7,45,a,0.0,0.0,Kaden Rodney,13
659,657,2,1,40,a,0.0,0.0,Maldini Kacurri,13
480,458,3,17,45,u,0.0,0.0,Shea Charles,13
658,656,3,2,45,a,0.0,0.0,Kadan Young,13
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,13
656,654,3,19,50,a,0.0,0.0,Carlos Soler,13
655,653,2,16,45,a,0.0,0.0,Felipe Rodrigues da Silva,13
680,681,2,5,40,a,0.0,0.0,Ruairi McConville,13
653,651,3,8,50,a,0.0,0.0,Orel Mangala,13
651,649,2,4,40,a,0.0,0.0,Jayden Meghoma,13
501,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,13
650,648,4,14,45,a,0.0,0.0,Ethan Wheatley,13
648,646,3,7,45,a,0.0,0.0,Asher Agbinone,13
677,678,3,8,45,a,0.0,0.0,Callum Bates,13
646,644,3,7,45,d,0.0,0.0,Franco Umeh-Chibueze,13
645,643,2,19,40,a,0.0,0.0,Kaelan Casey,13
503,485,3,18,45,u,0.0,0.0,Alfie Devine,13
681,682,3,20,45,a,0.0,0.0,Tom Edozie,13
478,456,2,17,39,a,0.0,0.0,Armel Bella-Kotchap,13
644,642,3,20,50,a,0.0,0.0,André Trindade da Costa Neto,13
643,640,2,2,40,a,0.0,0.0,Sil Swinkels,13
642,638,3,1,45,a,0.0,0.0,Salah-Eddine Oulad M'hand,13
641,637,2,20,40,d,0.0,0.0,Bastien Meupiyou,13
640,636,3,12,68,d,0.0,0.0,Federico Chiesa,13
682,683,3,18,45,a,0.0,0.0,Callum Olusesi,13
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,13
660,658,2,1,40,a,0.0,0.0,Ayden Heaven,13
661,659,3,1,45,a,0.0,0.0,Ismeal Kabia,13
496,477,2,17,40,a,0.0,0.0,Nathan Wood-Gordon,13
676,677,2,19,40,a,0.0,0.0,Ollie Scarles,13
675,676,4,7,45,a,0.0,0.0,Zach Marsh,13
674,675,2,13,40,a,0.0,0.0,Josh Wilson-Esbrand,13
673,674,3,4,45,a,0.0,0.0,Paris Maghoma,13
488,468,4,17,50,u,0.0,0.0,Sékou Mara,13
672,673,3,14,45,a,0.0,0.0,Jayce Fitzgerald,13
490,471,3,17,50,i,0.0,0.0,Will Smallbone,13
532,518,3,17,48,a,0.0,0.0,Flynn Downes,13
671,672,2,13,40,a,0.0,0.0,Jahmai Simpson-Pusey,13
486,464,2,17,40,a,0.0,0.0,Juan Larios López,13
670,671,3,13,45,a,0.0,0.0,Jacob Wright,13
485,463,3,17,50,d,0.0,0.0,Adam Lallana,13
669,670,2,14,40,a,0.0,0.0,Harry Amass,13
668,667,3,14,45,a,0.0,0.0,Jack Fletcher,13
484,462,3,17,50,a,0.0,0.0,Kamaldeen Sulemana,13
667,666,2,7,40,a,0.0,0.0,Caleb Kporha,13
679,680,2,3,40,a,0.0,0.0,Max Kinsey,13
505,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,13
482,460,2,17,39,a,0.0,0.0,Ronnie Edwards,13
481,459,3,17,49,u,0.0,0.0,Samuel Edozie,13
664,663,2,5,40,a,0.0,0.0,Imari Samuels,13
663,662,2,1,40,a,0.0,0.0,Josh Nichols,13
662,661,3,4,45,a,0.0,0.0,Tony Yogane,13
546,534,3,20,48,i,0.0,0.0,Boubacar Traoré,13
636,632,3,10,49,i,0.0,0.0,Chiedozie Ogbene,13
639,635,3,11,49,a,0.0,0.0,Bilal El Khannouss,13
541,529,2,19,44,u,0.0,0.0,Nayef Aguerd,13
587,579,2,9,42,a,0.0,0.0,Ryan Sessegnon,13
584,576,3,19,48,a,0.0,0.0,Andy Irving,13
524,507,4,18,50,u,0.0,0.0,Alejo Véliz,13
583,575,2,6,40,u,0.0,0.0,Caleb Wiley,13
582,574,2,15,40,u,0.0,0.0,Miodrag Pivaš,13
580,572,2,14,43,d,0.0,0.0,Leny Yoro,13
577,569,3,2,53,a,0.0,0.0,Jaden Philogene,13
517,500,4,18,45,u,0.0,0.0,Dane Scarlett,13
518,501,3,11,48,a,0.0,0.0,Oliver Skipp,13
519,502,3,18,54,u,0.0,0.0,Manor Solomon,13
571,562,3,20,55,u,0.0,0.0,Daniel Castelo Podence,13
570,561,2,20,40,a,0.0,0.0,Pedro Cardoso de Lima,13
567,558,2,20,39,i,0.0,0.0,Yerson Mosquera,13
593,586,2,9,44,a,0.0,0.0,Jorge Cuenca Barreno,13
